trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textbox.started,textbox.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,block_type,learning_type,trial_type,image_path,x_image,trial,person.started,person.stopped,text.started,text.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_4.started,text_4.stopped,line.started,line.stopped,text_5.started,text_5.stopped,reward_a,reward_d,reward,image.started,image.stopped,text_3.started,text_3.stopped,line_2.started,line_2.stopped,text_6.started,text_6.stopped,session,exp_id,age,sex(M or F),date,expName,psychopyVersion,frameRate,
9,0,9,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,10,107.59658224467421,None,108.59751854022034,109.8600593698211,109.34568585036322,109.8600593698211,d,0.5526727485121228,109.84337276575388,None,110.41276198499254,None,107.09781207086053,None,107.59658224467421,None,0.7,0.30000000000000004,-1,110.44168024364626,None,110.92725181055721,None,110.44168024364626,None,110.44168024364626,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
10,0,10,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,11,112.92455156578217,None,113.92527136771241,115.18956468976103,114.67334860377014,115.17210218502441,d,1.3780757506610826,115.17210218502441,None,116.5705913911399,None,112.44105762685649,None,112.92455156578217,None,0.7,0.30000000000000004,-1,116.58893306553364,None,117.07296112756012,118.58504921675194,116.58893306553364,None,116.58893306553364,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
11,0,11,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,12,119.10221305507002,None,120.10053048847476,121.36946894263383,120.85035626642639,121.36946894263383,a,0.2023978647775948,121.34958471148275,None,None,None,118.60409117705422,None,119.10221305507002,None,0.7,0.30000000000000004,1,121.60244614130352,None,122.083459884685,None,121.60244614130352,None,121.60244614130352,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
12,0,12,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,13,124.0966608619201,None,125.09563330718083,126.3445859993808,125.84493404848035,126.3445859993808,a,0.8393462998210452,126.3445859993808,None,127.21120560101117,None,123.598822637985,None,124.0966608619201,None,0.7,0.30000000000000004,1,127.23603023326723,None,127.72719033900648,129.225648809399,127.23603023326723,None,127.23603023326723,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
13,0,13,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,14,129.74318242515437,None,130.74239348748233,132.00911564711714,131.49374538764823,132.00911564711714,a,2.254603255656548,131.98962568724528,None,134.27126797331147,None,129.2454520529718,None,129.74318242515437,None,0.7,0.30000000000000004,1,134.30041497253114,None,134.78849754983094,None,134.30041497253114,None,134.30041497253114,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
14,0,14,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,15,136.80252183508128,None,137.8031045506359,139.04982870136155,138.55163492215797,139.04982870136155,a,1.1023619932238944,139.04982870136155,None,140.1817869576218,None,136.3044821298099,None,136.80252183508128,None,0.7,0.30000000000000004,1,140.19758009084035,None,140.68328439840116,142.19605791918002,140.19758009084035,None,140.19758009084035,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
15,0,15,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,16,142.71219459781423,None,143.72668624063954,144.99411714047892,144.4605266485014,144.9774814993143,a,0.5489864303963259,144.95853395870654,None,145.52672772210207,None,142.2133683252614,None,142.71219459781423,None,0.7,0.30000000000000004,-1,145.55338583438424,None,146.0426413490204,147.54437843407504,145.55338583438424,None,145.55338583438424,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
16,0,16,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,17,148.05848923773738,None,149.0595381258172,150.32271776971174,149.80601417797152,150.30540973402094,d,1.0590881507960148,150.30540973402094,None,151.39708002210244,None,147.57096764765447,None,148.05848923773738,None,0.7,0.30000000000000004,-1,151.40865626971936,None,151.9041837794357,None,151.40865626971936,None,151.40865626971936,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
17,0,17,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,18,153.91887927398784,None,154.91959038452478,156.1892059739912,155.68320894165663,156.1892059739912,d,0.48155932320514694,156.16680480650393,None,156.66807990674278,None,153.41701260878472,None,153.91887927398784,None,0.7,0.30000000000000004,-1,156.69426592061063,None,157.17834889615187,158.68505822418956,156.69426592061063,None,156.69426592061063,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
18,0,18,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,19,159.1977053252631,None,160.19635026465403,161.44511648779735,160.94558305537794,161.44511648779735,a,2.631122464314103,161.44511648779735,None,164.0957354700251,None,158.71592239732854,None,159.1977053252631,None,0.7,0.30000000000000004,1,164.1320966857602,None,164.61442124296445,None,164.1320966857602,None,164.1320966857602,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
19,0,19,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,20,166.6293834039825,None,167.62383437133394,168.88840976718348,168.38264029024867,168.88840976718348,a,2.0225220563006587,168.87150706449756,None,170.92263970560742,None,166.13417273352388,None,166.6293834039825,None,0.7,0.30000000000000004,1,170.9495806818013,None,171.44885100336978,None,170.9495806818013,None,170.9495806818013,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
20,0,20,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,21,173.50423940405017,None,174.5034524417133,175.7654658643296,175.25533174886368,175.7654658643296,None,,177.51559489140635,None,176.26526240771636,177.28039128467208,173.01396384084364,None,173.50423940405017,None,0.7,0.30000000000000004,?,177.5705441418104,None,178.03957922797417,None,177.5705441418104,None,177.5705441418104,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
21,0,21,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,22,180.03271701122867,None,181.0435472248937,182.3089178793598,181.7758781030425,182.275454202143,None,,184.04126203160848,None,182.78574120631674,183.80782671977067,179.54496352002025,None,180.03271701122867,None,0.7,0.30000000000000004,?,184.06336666597053,None,184.5430648548645,186.05542316607898,184.06336666597053,None,184.06336666597053,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
22,0,22,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,23,186.57321475696517,None,187.58757168392185,188.842983630253,188.3277425558772,188.842983630253,None,,190.59434208846068,None,189.34464960423065,190.3500714271213,186.07962107291678,None,186.57321475696517,None,0.7,0.30000000000000004,?,190.63239456206793,None,191.12384227255825,None,190.63239456206793,None,190.63239456206793,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
23,0,23,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,24,193.1343615728547,None,194.13330478355056,195.3968735630042,194.8834138205275,195.3968735630042,None,,197.14505335701978,None,195.87942291010404,196.89529331732774,192.64998546172865,None,193.1343615728547,None,0.7,0.30000000000000004,?,197.16451819101349,None,197.6443420094438,None,197.16451819101349,None,197.16451819101349,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
24,0,24,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,25,199.64625726715894,None,200.65220531186787,201.90714753017528,201.40766585076926,201.90714753017528,None,,203.67219210097682,None,202.400299930654,203.40596906194696,199.1604948855238,None,199.64625726715894,None,0.7,0.30000000000000004,?,203.68062128941528,None,204.17131324735237,205.6704417418805,203.68062128941528,None,203.68062128941528,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
25,0,25,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,26,206.18994710920379,None,207.18810572795337,208.45566344243707,207.9344344221754,208.45566344243707,d,1.9397329859202728,208.43732429645024,None,210.39948199551435,None,205.69193979899865,None,206.18994710920379,None,0.7,0.30000000000000004,1,210.4319016834488,None,210.91801566974027,None,210.4319016834488,None,210.4319016834488,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
26,0,26,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,27,212.95059954520548,None,213.9654949408723,215.22814125183504,214.70895588427084,215.21171854878776,None,,216.96047473741345,None,215.69813041138696,216.7119654621929,212.4541629991727,None,212.95059954520548,None,0.7,0.30000000000000004,?,217.11938321433263,None,217.61359437939245,None,217.11938321433263,None,217.11938321433263,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
27,0,27,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,28,219.48775665165158,None,220.49036998295924,221.73913660121616,221.241286130331,221.73913660121616,d,0.8423511369037442,221.73913660121616,None,222.6052844995458,None,218.99908345751464,None,219.48775665165158,None,0.7,0.30000000000000004,-1,222.65208047244232,None,223.1374165827874,None,222.65208047244232,None,222.65208047244232,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
28,0,28,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,29,225.1191445972072,None,226.12429185240762,227.3825170311029,226.87301461887546,227.3825170311029,a,1.8195233031292446,227.3825170311029,None,229.231989387091,None,224.63635426264955,None,225.1191445972072,None,0.7,0.30000000000000004,-1,229.24789511278505,None,229.73348643281497,None,229.24789511278505,None,229.24789511278505,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
29,0,29,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,30,231.75268088676967,None,232.74530232470715,233.99508899153443,233.50788463576464,234.01353006338468,a,0.6425618626526557,233.99508899153443,None,234.65962638253694,None,231.26132206514012,None,231.75268088676967,None,0.7,0.30000000000000004,-1,234.66833803983172,None,235.1592990346253,None,234.66833803983172,None,234.66833803983172,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
30,0,30,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,31,237.15764017176116,None,238.15856185002485,239.42088421067456,238.9228599127964,239.43944182567066,d,1.3283070985926315,239.42088421067456,None,240.7737722676422,None,236.67625072493684,None,237.15764017176116,None,0.7,0.30000000000000004,1,240.80703857220942,None,241.31101289007347,None,240.80703857220942,None,240.80703857220942,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
31,0,31,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,32,243.28564402123448,None,244.2845666887588,245.54976825701306,245.03408984962152,245.54976825701306,d,1.6678789784782566,245.5329809122486,None,247.2169027817028,None,242.8019944280968,None,243.28564402123448,None,0.7,0.30000000000000004,1,247.24627457087627,None,247.73355675372295,None,247.24627457087627,None,247.24627457087627,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
32,0,32,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,33,249.74588108970784,None,250.74491634970764,251.99387891840888,251.49440869578393,251.99387891840888,d,1.2269774008891545,251.99387891840888,None,253.24260429230634,None,249.2493884449359,None,249.74588108970784,None,0.7,0.30000000000000004,-1,253.26177006476792,None,253.74286598095205,None,253.26177006476792,None,253.26177006476792,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
33,0,33,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,34,255.77684402820887,None,256.77491612848826,258.0381724142935,257.5167225546902,258.0216331681004,None,,259.79213511736015,None,258.52242921688594,259.52479523967486,255.27030971238855,None,255.77684402820887,None,0.7,0.30000000000000004,?,259.8578900875873,None,260.34619271411793,None,259.8578900875873,None,259.8578900875873,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
34,0,34,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,35,262.31784429209074,None,263.3339248719858,264.5982343915384,264.0658476516837,264.5815228985739,None,,266.3301052602066,None,265.06456212187186,266.06365664105397,261.8235477937269,None,262.31784429209074,None,0.7,0.30000000000000004,?,266.33549800654873,None,266.8363691169652,None,266.33549800654873,None,266.33549800654873,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
35,0,35,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,36,268.9254116145312,None,269.8834825612139,271.14345944224624,270.63574310264084,271.14345944224624,d,0.5950328138424084,271.14345944224624,None,271.7590115879604,None,268.3799530825345,None,268.9254116145312,None,0.7,0.30000000000000004,1,271.8038966488093,None,272.2746719805291,None,271.8038966488093,None,271.8038966488093,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
36,0,36,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,37,274.30432371015195,None,275.29213053465355,276.53805547609227,276.05771610257216,276.5705883887131,None,,278.3235788456106,None,277.0385686609079,278.05540933896555,273.7955896923668,None,274.30432371015195,None,0.7,0.30000000000000004,?,278.3459521217155,None,278.81870473583695,None,278.3459521217155,None,278.3459521217155,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
37,0,37,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,38,280.8340129706776,None,281.83422116801376,283.09838886052603,282.5867752400809,283.09838886052603,d,0.6136848484748043,283.0814174171537,None,283.71416777152916,None,280.338884868077,None,280.8340129706776,None,0.7,0.30000000000000004,1,283.7488997539622,None,284.2317276193644,None,283.7488997539622,None,283.7488997539622,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
38,0,38,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,39,286.2508801968652,None,287.2498210371705,288.50990576995537,288.01304058230016,288.5269088182831,None,,290.2587966745661,None,289.0030218248139,290.0253107948229,285.75379377481295,None,286.2508801968652,None,0.7,0.30000000000000004,?,290.30868992896285,None,290.8050340305781,None,290.30868992896285,None,290.30868992896285,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
39,0,39,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,40,292.79722722194856,None,293.788149105676,295.0532254394493,294.536941402941,295.0369263906032,None,,296.8022802944935,None,295.54350969404913,296.5523709215922,292.29932065238245,None,292.79722722194856,None,0.7,0.30000000000000004,?,296.8202758951229,None,297.31915352563374,None,296.8202758951229,None,296.8202758951229,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
40,0,40,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,41,299.3363896601368,None,300.33215539186494,301.59937769925455,301.08198195992736,301.59937769925455,d,0.07325505325570703,301.5806458622101,None,None,None,298.8441368145286,None,299.3363896601368,None,0.7,0.30000000000000004,-1,301.73266075446736,None,302.22672772209626,None,301.73266075446736,None,301.73266075446736,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
41,0,41,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,42,304.19686344941147,None,305.19573673425475,306.4583984526107,305.95232477842364,306.479022238811,d,1.4820764585747384,306.4583984526107,None,307.95974426887113,None,303.71207884477917,None,304.19686344941147,None,0.7,0.30000000000000004,-1,307.9840083089657,None,308.4584960328066,309.97264673770405,307.9840083089657,None,307.9840083089657,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
42,0,42,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,43,310.47318244096823,None,311.4721406640019,312.7373825284885,312.222512021719,312.7373825284885,a,0.4660630391445011,312.7206350849592,None,None,None,309.9896403044695,None,310.47318244096823,None,0.7,0.30000000000000004,1,313.24530469509773,None,313.73661373899085,None,313.24530469509773,None,313.24530469509773,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
43,0,43,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,44,315.7684347509057,None,316.74990123463795,318.0001023209188,317.5046526383376,318.0157688764739,None,,319.7639206210908,None,318.500515555148,319.49933985236567,315.26425579120405,None,315.7684347509057,None,0.7,0.30000000000000004,?,319.7977226289804,None,320.2822338510887,None,319.7977226289804,None,319.7977226289804,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
44,0,44,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,45,322.2805872351164,None,323.2788390883361,324.5422921147547,324.0264774112147,324.5422921147547,None,,326.2914338833245,None,325.02528511581477,326.0242160796188,321.78361419565044,None,322.2805872351164,None,0.7,0.30000000000000004,?,326.33618422818836,None,326.8100564464112,None,326.33618422818836,None,326.33618422818836,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
45,0,45,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,46,328.8257877919823,None,329.8204908085172,331.08554857439594,330.57004636444617,331.08554857439594,None,,332.85014870112644,None,331.5743304103962,332.5838221560116,328.33668319077697,None,328.8257877919823,None,0.7,0.30000000000000004,?,332.8756804933073,None,333.36284494790016,334.8663704759674,332.8756804933073,None,332.8756804933073,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
46,0,46,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,47,335.3905114939553,None,336.3836295240326,337.6376330764615,337.148336475424,337.6575864434126,a,0.4047167172539048,337.6376330764615,None,None,None,334.8896751489374,None,335.3905114939553,None,0.7,0.30000000000000004,1,338.1016876233625,None,338.5797293197247,None,338.1016876233625,None,338.1016876233625,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
47,0,47,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,48,340.61748573434306,None,341.61005581426434,342.8590353706386,342.35989778972,342.8590353706386,a,0.5682156498078257,342.8590353706386,None,343.4584140971012,None,340.1098898884957,None,340.61748573434306,None,0.7,0.30000000000000004,1,343.4811417433084,None,343.9587883782806,345.4728604659322,343.4811417433084,None,343.4811417433084,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
48,0,48,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,49,345.993094721518,None,346.9914168957039,348.25416276213946,347.74072040239116,348.25416276213946,None,,350.0021857168351,None,348.75135466561187,349.76753638120135,345.50068503653165,None,345.993094721518,None,0.7,0.30000000000000004,?,350.0217955383705,None,350.52817024936667,None,350.0217955383705,None,350.0217955383705,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
49,0,49,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,50,352.51842250395566,None,353.5190628985292,354.7813540493371,354.26481519819936,354.7643652232364,a,0.4787425352842547,354.7643652232364,None,355.2695154809218,None,352.0241034871433,None,352.51842250395566,None,0.7,0.30000000000000004,-1,355.31260617275257,None,355.79867512203055,None,355.31260617275257,None,355.31260617275257,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
50,0,50,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,51,357.7948461868218,None,358.79739907366456,360.0427875217865,359.53895187046146,360.0427875217865,a,0.4082540971576236,360.0427875217865,None,None,None,357.2973180860863,None,357.7948461868218,None,0.7,0.30000000000000004,1,360.50528315635165,None,361.0117218673113,None,360.50528315635165,None,360.50528315635165,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
51,0,51,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,52,363.01028660917655,None,364.0060092792264,365.27393400581786,364.7609084358555,365.27393400581786,None,,367.02927112749893,None,365.76896571344696,366.7899802153115,362.51939593529096,None,363.01028660917655,None,0.7,0.30000000000000004,?,367.08202462655026,None,367.5766134703299,None,367.08202462655026,None,367.08202462655026,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
52,0,52,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,53,369.55440153728705,None,370.56441713433014,371.83282541605877,371.3200115990476,371.83282541605877,None,,373.5853054535866,None,372.31945219205227,373.33041396114277,369.07165781996446,None,369.55440153728705,None,0.7,0.30000000000000004,?,373.60053838969907,None,374.0818673921167,375.59468397457385,373.60053838969907,None,373.60053838969907,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
53,0,53,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,54,376.095773158886,None,377.0938365678303,378.35928188898833,377.8441265429137,378.35928188898833,None,,380.11103185302926,None,378.85620475560427,379.8747003459139,375.6234871123452,None,376.095773158886,None,0.7,0.30000000000000004,?,380.14810812991345,None,380.6409227528493,None,380.14810812991345,None,380.14810812991345,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
54,0,54,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,55,382.65831375145353,None,383.6543192854733,384.919570631464,384.4028551878873,384.9029247186845,None,,386.66874479510005,None,385.40680382674327,386.41621814027894,382.15875898569357,None,382.65831375145353,None,0.7,0.30000000000000004,?,386.6939822664717,None,387.17217645654455,388.6838169412222,386.6939822664717,None,386.6939822664717,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
55,0,55,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,56,389.23555457935436,None,390.23129344690824,391.4829175443738,390.98379142023623,391.50009876536205,a,0.533014492422808,391.4829175443738,None,392.0314787306881,None,388.7337507288903,None,389.23555457935436,None,0.7,0.30000000000000004,-1,392.0741332747857,None,392.57521455787355,None,392.0741332747857,None,392.0741332747857,None,3,2,52,F,2021_Aug_02_0108,Social Reinforcement Learning,2021.1.4,60.07323886431752,
