"trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	textbox.started	textbox.stopped	key_resp_2.keys	key_resp_2.rt	key_resp_2.started	key_resp_2.stopped	block_type	learning_type	trial_type	image_path	x_image	trial	person.started	person.stopped	text.started	text.stopped	text_2.started	text_2.stopped	key_resp.keys	key_resp.rt	key_resp.started	key_resp.stopped	text_4.started	text_4.stopped	line.started	line.stopped	text_5.started	text_5.stopped	reward_a	reward_d	reward	image.started	image.stopped	text_3.started	text_3.stopped	line_2.started	line_2.stopped	text_6.started	text_6.stopped	session	exp_id	age	sex(M or F)	date	expName	psychopyVersion	frameRate"
"45	0	45	0							Social	SD	Observational	images/Observational_trial.png	-0.5	46	312.938788	None	313.9402505	315.2030691	314.6921749	315.2030691	None		316.9507091	None	315.6908245	316.7010874	312.4553976	None	312.938788	None	0.3	0.7	?	316.9569162	None	317.4532342	318.9632996	316.9569162	None	316.9569162	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"46	0	46	0							Social	SD	Observational	images/Observational_trial.png	-0.5	47	319.4670827	None	320.4707042	321.7297089	321.2171107	321.7297089	None		323.4783678	None	322.2127129	323.2282246	318.9822455	None	319.4670827	None	0.3	0.7	?	323.4921738	None	323.9776597	None	323.4921738	None	323.4921738	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"47	0	47	0							Social	SD	Observational	images/Observational_trial.png	-0.5	48	325.9937888	None	326.9910511	328.240319	327.7425132	328.2569926	None		330.0052169	None	328.7488275	329.7555036	325.4954844	None	325.9937888	None	0.3	0.7	?	330.0081517	None	330.4882019	332.0032379	330.0081517	None	330.0081517	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"48	0	48	0							Social	SD	Observational	images/Observational_trial.png	-0.5	49	332.5219796	None	333.5214048	334.7704081	334.2680725	334.7704081	None		336.5326397	None	335.2669608	336.2826949	332.0255786	None	332.5219796	None	0.3	0.7	?	336.537082	None	337.0381823	None	336.537082	None	336.537082	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"49	0	49	0							Social	SD	Observational	images/Observational_trial.png	-0.5	50	339.0297023	None	340.0326937	341.2953894	340.7974654	341.3122226	None		343.0450854	None	341.7853351	342.7920796	338.5472011	None	339.0297023	None	0.3	0.7	?	343.0678411	None	343.5424462	345.057626	343.0678411	None	343.0678411	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"50	0	50	0							Social	SD	Observational	images/Observational_trial.png	-0.5	51	345.5577418	None	346.5582735	347.8072187	347.3055318	347.8072187	None		349.5706541	None	348.3224234	349.3214753	345.0742273	None	345.5577418	None	0.3	0.7	?	349.5854146	None	350.0713556	None	349.5854146	None	349.5854146	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"51	0	51	0							Social	SD	Observational	images/Observational_trial.png	-0.5	52	352.0678372	None	353.0690271	354.3323861	353.8172015	354.3323861	None		356.0817091	None	354.8156711	355.831385	351.5856264	None	352.0678372	None	0.3	0.7	?	356.0991782	None	356.5850026	358.0966063	356.0991782	None	356.0991782	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"52	0	52	0							Social	SD	Private	images/Private_trial.png	0.5	53	358.6152888	None	359.6109475	360.8623211	360.3657364	360.8787489	d	1.069959056	360.8623211	None	361.9586898	None	358.1269159	None	358.6152888	None	0.3	0.7	1	361.9745063	None	362.4498071	363.9568257	361.9745063	None	361.9745063	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"53	0	53	0							Social	SD	Private	images/Private_trial.png	0.5	54	364.4719285	None	365.456676	366.7207433	366.2095872	366.7207433	d	0.949565669	366.7042618	None	367.6885594	None	363.9733748	None	364.4719285	None	0.3	0.7	1	367.7054059	None	368.1861055	369.7010827	367.7054059	None	367.7054059	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"54	0	54	0							Social	SD	Private	images/Private_trial.png	0.5	55	370.2015378	None	371.202544	372.4652832	371.9493946	372.448561	d	1.353073104	372.448561	None	373.8314109	None	369.7178124	None	370.2015378	None	0.3	0.7	1	373.8466281	None	374.3332007	None	373.8466281	None	373.8466281	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"55	0	55	0							Social	SD	Private	images/Private_trial.png	0.5	56	376.3464246	None	377.344251	378.6096837	378.0933467	378.5930611	d	0.500685432	378.5930611	None	379.1257526	None	375.8535045	None	376.3464246	None	0.3	0.7	-1	379.131911	None	379.6280651	None	379.131911	None	379.131911	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"56	0	56	0							Social	SD	Observational	images/Observational_trial.png	-0.5	57	381.6457267	None	382.6397589	383.9060307	383.3887416	383.8882869	None		385.6567613	None	384.3878156	385.4051386	381.1502103	None	381.6457267	None	0.3	0.7	?	385.697906	None	386.1859886	None	385.697906	None	385.697906	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"57	0	57	0							Social	SD	Observational	images/Observational_trial.png	-0.5	58	388.1674002	None	389.1667744	390.4322517	389.9221618	390.4322517	None		392.180926	None	390.9149745	391.914152	387.6844633	None	388.1674002	None	0.3	0.7	?	392.1955526	None	392.6798169	None	392.1955526	None	392.1955526	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"58	0	58	0							Social	SD	Private	images/Private_trial.png	0.5	59	394.6970041	None	395.695555	396.9591621	396.45978	396.9591621	a	0.99955121	396.9591621	None	397.9757319	None	394.2022477	None	394.6970041	None	0.3	0.7	1	398.0186852	None	398.4912889	None	398.0186852	None	398.0186852	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"59	0	59	0							Social	SD	Private	images/Private_trial.png	0.5	60	400.4903965	None	401.4881561	402.753795	402.2379163	402.7371558	a	2.12263931	402.7371558	None	404.88556	None	400.0064154	None	400.4903965	None	0.3	0.7	1	404.9001818	None	405.3850845	None	404.9001818	None	404.9001818	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"60	0	60	0							Social	UD	Observational	images/Observational_trial.png	-0.5	61	407.404211	None	408.3985656	409.6478577	409.1652957	409.6643712	None		411.429667	None	410.1652451	411.1799762	406.9148303	None	407.404211	None	0.3	0.7	?	411.4598535	None	411.947012	None	411.4598535	None	411.4598535	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"61	0	61	0							Social	UD	Private	images/Private_trial.png	0.5	62	413.9634596	None	414.9612401	416.2251965	415.7105377	416.2251965	a	0.725942735	416.2081839	None	416.9571795	None	413.4639459	None	413.9634596	None	0.3	0.7	-1	416.9735933	None	417.4588923	None	416.9735933	None	416.9735933	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"62	0	62	0							Social	UD	Private	images/Private_trial.png	0.5	63	419.4720399	None	420.4578355	421.7298116	421.2220368	421.75064	d	0.550039269	421.7298116	None	422.3025884	None	418.9833655	None	419.4720399	None	0.3	0.7	-1	422.3152661	None	422.8023638	None	422.3152661	None	422.3152661	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"63	0	63	0							Social	UD	Private	images/Private_trial.png	0.5	64	424.808761	None	425.8002668	427.0644468	426.551021	427.0644468	d	0.739973341	427.0644468	None	427.8335683	None	424.3172027	None	424.808761	None	0.3	0.7	1	427.8674383	None	428.3640779	None	427.8674383	None	427.8674383	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"64	0	64	0							Social	UD	Private	images/Private_trial.png	0.5	65	430.345478	None	431.346278	432.5952118	432.0931341	432.5952118	d	0.641869715	432.5952118	None	433.2590392	None	429.8617684	None	430.345478	None	0.3	0.7	-1	433.2715206	None	433.7580675	None	433.2715206	None	433.2715206	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"65	0	65	0							Social	UD	Private	images/Private_trial.png	0.5	66	435.756029	None	436.7553333	438.019746	437.5101278	438.019746	a	2.1235041	438.019746	None	440.1688304	None	435.2731688	None	435.756029	None	0.3	0.7	-1	440.1732475	None	440.6686821	442.1692084	440.1732475	None	440.1732475	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"66	0	66	0							Social	UD	Observational	images/Observational_trial.png	-0.5	67	442.7038043	None	443.6994598	444.9653203	444.4405026	444.9466236	None		446.7050303	None	445.4556362	446.4629531	442.2111943	None	442.7038043	None	0.3	0.7	?	446.7459945	None	447.2285332	None	446.7459945	None	446.7459945	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"67	0	67	0							Social	UD	Observational	images/Observational_trial.png	-0.5	68	449.2275257	None	450.2277592	451.4904103	450.9713027	451.4904103	None		453.2316812	None	451.9725685	452.9769059	448.7348684	None	449.2275257	None	0.3	0.7	?	453.2539526	None	453.7393381	None	453.2539526	None	453.2539526	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
