"trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	textbox.started	textbox.stopped	key_resp_2.keys	key_resp_2.rt	key_resp_2.started	key_resp_2.stopped	block_type	learning_type	trial_type	image_path	x_image	trial	person.started	person.stopped	text.started	text.stopped	text_2.started	text_2.stopped	key_resp.keys	key_resp.rt	key_resp.started	key_resp.stopped	text_4.started	text_4.stopped	line.started	line.stopped	text_5.started	text_5.stopped	reward_a	reward_d	reward	image.started	image.stopped	text_3.started	text_3.stopped	line_2.started	line_2.stopped	text_6.started	text_6.stopped	session	exp_id	age	sex(M or F)	date	expName	psychopyVersion	frameRate"
"68	0	68	0							Social	UD	Observational	images/Observational_trial.png	-0.5	69	455.7551868	None	456.7536867	458.0188527	457.5043955	458.0188527	None		459.7673197	None	458.5136201	459.5173709	455.2577057	None	455.7551868	None	0.3	0.7	?	459.7717568	None	460.2667115	None	459.7717568	None	459.7717568	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"69	0	69	0							Social	UD	Observational	images/Observational_trial.png	-0.5	70	462.2811964	None	463.2806011	464.5364618	464.0388942	464.5617722	None		466.2923981	None	465.0362508	466.0435938	461.7834289	None	462.2811964	None	0.3	0.7	?	466.2962577	None	466.7796099	468.2926978	466.2962577	None	466.2962577	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"70	0	70	0							Social	UD	Observational	images/Observational_trial.png	-0.5	71	468.8088049	None	469.8093904	471.0735028	470.5574534	471.0569216	None		472.8222008	None	471.5604404	472.573775	468.3165655	None	468.8088049	None	0.3	0.7	?	472.8367918	None	473.3214623	None	472.8367918	None	472.8367918	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"71	0	71	0							Social	UD	Observational	images/Observational_trial.png	-0.5	72	475.3375555	None	476.3380217	477.5862668	477.0842358	477.5862668	None		479.3490037	None	478.0851373	479.099126	474.8387383	None	475.3375555	None	0.3	0.7	?	479.3536329	None	479.8518172	None	479.3536329	None	479.3536329	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"72	0	72	0							Social	UD	Observational	images/Observational_trial.png	-0.5	73	481.8465783	None	482.8506656	484.1110316	483.6114445	484.1110316	None		485.8765818	None	484.6112647	485.6108131	481.3651355	None	481.8465783	None	0.3	0.7	?	485.8904985	None	486.3767314	None	485.8904985	None	485.8904985	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"73	0	73	0							Social	UD	Private	images/Private_trial.png	0.5	74	488.3903416	None	489.3898296	490.6549206	490.1393334	490.6381601	a	1.163188019	490.6549206	None	491.837451	None	487.8976574	None	488.3903416	None	0.3	0.7	1	491.8579142	None	492.3367974	493.8381461	491.8579142	None	491.8579142	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"74	0	74	0							Social	UD	Private	images/Private_trial.png	0.5	75	494.3519436	None	495.3525248	496.6150186	496.102008	496.6150186	a	0.631752982	496.6150186	None	497.2658081	None	493.8602529	None	494.3519436	None	0.3	0.7	-1	497.2898435	None	497.7813797	499.2805461	497.2898435	None	497.2898435	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"75	0	75	0							Social	UD	Observational	images/Observational_trial.png	-0.5	76	499.7997086	None	500.7976286	502.0616454	501.5466639	502.0616454	None		503.809581	None	502.5438242	503.5433193	499.302028	None	499.7997086	None	0.3	0.7	?	503.8227948	None	504.3086413	505.8120847	503.8227948	None	503.8227948	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"76	0	76	0							Social	UD	Observational	images/Observational_trial.png	-0.5	77	506.3248558	None	507.3229481	508.5880734	508.0775071	508.5880734	None		510.339045	None	509.0722117	510.0857113	505.8396355	None	506.3248558	None	0.3	0.7	?	510.3630753	None	510.8370131	512.3513514	510.3630753	None	510.3630753	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"77	0	77	0							Social	UD	Observational	images/Observational_trial.png	-0.5	78	512.8674217	None	513.850685	515.1159252	514.5994539	515.0992418	None		516.8640161	None	515.6194069	516.6314132	512.367895	None	512.8674217	None	0.3	0.7	?	516.8751724	None	517.36359	None	516.8751724	None	516.8751724	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"78	0	78	0							Social	UD	Private	images/Private_trial.png	0.5	79	519.3815705	None	520.3774211	521.642697	521.1317526	521.642697	d	0.451043594	521.6263209	None	None	None	518.8815673	None	519.3815705	None	0.3	0.7	1	522.1036507	None	522.5945022	None	522.1036507	None	522.1036507	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"79	0	79	0							Social	UD	Private	images/Private_trial.png	0.5	80	524.6148127	None	525.6081362	526.8708651	526.3611241	526.8708651	d	1.051536157	526.8542855	None	527.9369701	None	524.110151	None	524.6148127	None	0.3	0.7	1	527.9541926	None	528.4366551	529.9402505	527.9541926	None	527.9541926	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"80	0	80	0							Social	UD	Private	images/Private_trial.png	0.5	81	530.4521122	None	531.452087	532.7160216	532.2140348	532.7160216	d	1.916590683	532.6991931	None	534.6319333	None	529.9670037	None	530.4521122	None	0.3	0.7	1	534.6563969	None	535.1299503	536.645641	534.6563969	None	534.6563969	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"81	0	81	0							Social	UD	Private	images/Private_trial.png	0.5	82	537.1618729	None	538.1604759	539.4246361	538.9147497	539.4246361	d	1.609505889	539.4046014	None	541.0448392	None	536.6642448	None	537.1618729	None	0.3	0.7	-1	541.0775458	None	541.5824884	None	541.0775458	None	541.0775458	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"82	0	82	0							Social	UD	Private	images/Private_trial.png	0.5	83	543.6056912	None	544.6074034	545.8705976	545.3542002	545.853693	a	0.846010591	545.853693	None	546.7196804	None	543.1070585	None	543.6056912	None	0.3	0.7	-1	546.7336243	None	547.2061727	548.7175659	546.7336243	None	546.7336243	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"83	0	83	0							Social	UD	Private	images/Private_trial.png	0.5	84	549.2175615	None	550.2329934	551.4994734	550.971183	551.4803295	a	0.711827586	551.4803295	None	552.2144924	None	548.7342864	None	549.2175615	None	0.3	0.7	1	552.224805	None	552.7222244	None	552.224805	None	552.224805	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"84	0	84	0							Social	UD	Private	images/Private_trial.png	0.5	85	554.712965	None	555.7107412	556.9598661	556.461265	556.9761221	a	0.751487406	556.9598661	None	557.747471	None	554.2289784	None	554.712965	None	0.3	0.7	-1	557.7601985	None	558.2421094	559.7460277	557.7601985	None	557.7601985	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"85	0	85	0							Social	UD	Private	images/Private_trial.png	0.5	86	560.258621	None	561.2568602	562.5210623	562.0048533	562.5045077	d	0.759748931	562.5045077	None	563.2872248	None	559.7725311	None	560.258621	None	0.3	0.7	1	563.3029157	None	563.7865827	565.2856551	563.3029157	None	563.3029157	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"86	0	86	0							Social	UD	Observational	images/Observational_trial.png	-0.5	87	565.8305455	None	566.8168878	568.0659433	567.5663984	568.0659433	None		569.8311316	None	568.5654696	569.5647107	565.3237125	None	565.8305455	None	0.3	0.7	?	569.8515363	None	570.3303725	None	569.8515363	None	569.8515363	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"87	0	87	0							Social	UD	Private	images/Private_trial.png	0.5	88	572.3496092	None	573.3445868	574.6101455	574.0991509	574.6101455	d	1.434379114	574.5933937	None	576.0584744	None	571.8575029	None	572.3496092	None	0.3	0.7	-1	576.0756238	None	576.5580519	578.0585967	576.0756238	None	576.0756238	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"88	0	88	0							Social	UD	Observational	images/Observational_trial.png	-0.5	89	578.5769635	None	579.573997	580.8371095	580.3258625	580.8371095	None		582.6035023	None	581.3334077	582.3534784	578.0890958	None	578.5769635	None	0.3	0.7	?	582.6535521	None	583.1350948	None	582.6535521	None	582.6535521	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"89	0	89	0							Social	UD	Observational	images/Observational_trial.png	-0.5	90	585.1183011	None	586.1187385	587.3815847	586.8651841	587.3647582	None		589.1333942	None	587.8646919	588.8797488	584.6337974	None	585.1183011	None	0.3	0.7	?	589.1580068	None	589.653658	None	589.1580068	None	589.1580068	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"90	0	90	0							Social	UD	Observational	images/Observational_trial.png	-0.5	91	591.6444759	None	592.6449662	593.9107019	593.3923829	593.9107019	None		595.6577652	None	594.4114422	595.4141433	591.1685458	None	591.6444759	None	0.3	0.7	?	595.6853838	None	596.1729097	597.6779574	595.6853838	None	595.6853838	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"91	0	91	0							Social	UD	Observational	images/Observational_trial.png	-0.5	92	598.221669	None	599.2034807	600.4705719	599.9548417	600.4705719	None		602.2179101	None	600.955955	601.9676927	597.7023426	None	598.221669	None	0.3	0.7	?	602.2397632	None	602.7203455	604.2320385	602.2397632	None	602.2397632	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"92	0	92	0							Social	UD	Observational	images/Observational_trial.png	-0.5	93	604.750657	None	605.7478256	607.0128679	606.4967004	606.9963943	None		608.761854	None	607.5192932	608.5287909	604.2625116	None	604.750657	None	0.3	0.7	?	608.7774975	None	609.2624247	None	608.7774975	None	608.7774975	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"93	0	93	0							Social	UD	Private	images/Private_trial.png	0.5	94	611.2962107	None	612.2934307	613.5566479	613.0410504	613.5402718	a	1.000991999	613.5402718	None	614.5728902	None	610.7974745	None	611.2962107	None	0.3	0.7	-1	614.5981103	None	615.0890662	None	614.5981103	None	614.5981103	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"94	0	94	0							Social	UD	Private	images/Private_trial.png	0.5	95	617.086635	None	618.1044266	619.3693429	618.8350212	619.3348667	a	2.203733567	619.3348667	None	621.5632685	None	616.6038395	None	617.086635	None	0.3	0.7	-1	621.5911983	None	622.0819673	None	621.5911983	None	621.5911983	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"95	0	95	0							Social	UD	Observational	images/Observational_trial.png	-0.5	96	624.1010575	None	625.0980017	626.3622796	625.8642111	626.3791317	None		628.1206152	None	626.8442048	627.8607709	623.6031189	None	624.1010575	None	0.3	0.7	?	628.1649776	None	628.6426472	None	628.1649776	None	628.1649776	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"96	0	96	0							Social	UD	Observational	images/Observational_trial.png	-0.5	97	630.6261348	None	631.6259092	632.8889277	632.3723703	632.8719965	None		634.637365	None	633.3714036	634.3705747	630.141189	None	630.6261348	None	0.3	0.7	?	634.6513188	None	635.1444605	None	634.6513188	None	634.6513188	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"97	0	97	0							Social	UD	Private	images/Private_trial.png	0.5	98	637.1514571	None	638.1503928	639.3995217	638.9197326	639.433126	d	0.704433616	639.4163947	None	640.1489782	None	636.6587558	None	637.1514571	None	0.3	0.7	1	640.1758169	None	640.6659902	None	640.1758169	None	640.1758169	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"98	0	98	0							Social	UD	Private	images/Private_trial.png	0.5	99	642.6813766	None	643.6784714	644.9439807	644.4285176	644.9439807	d	1.298239369	644.9275011	None	646.244335	None	642.1821909	None	642.6813766	None	0.3	0.7	1	646.2682996	None	646.74293	648.2650289	646.2682996	None	646.2682996	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"99	0	99	0							Social	UD	Observational	images/Observational_trial.png	-0.5	100	648.8071911	None	649.8084568	651.0720596	650.564233	651.0720596	None		652.8202053	None	651.5637649	652.56995	648.3154889	None	648.8071911	None	0.3	0.7	?	652.8326551	None	653.3194664	None	652.8326551	None	652.8326551	None	2	3	18	M	2021_Aug_01_2005	Social Reinforcement Learning	2021.1.4	59.84018988"
"																																																		"
