trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textbox.started,textbox.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,block_type,learning_type,trial_type,image_path,x_image,trial,person.started,person.stopped,text.started,text.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.started,key_resp.stopped,text_4.started,text_4.stopped,line.started,line.stopped,text_5.started,text_5.stopped,reward_a,reward_d,reward,image.started,image.stopped,text_3.started,text_3.stopped,line_2.started,line_2.stopped,text_6.started,text_6.stopped,key_resp.rt,session,exp_id,age,sex(M or F),date,expName,psychopyVersion,frameRate,
9,0,9,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,10,88.65207889219164,None,89.65448323596502,90.91427996897255,90.39788452512585,90.89782961161109,None,92.66246525436,None,91.39736659961636,92.41286564909387,88.16674396701274,None,88.65207889219164,None,0.3,0.7,?,92.66541498040897,None,93.162975871237,None,92.66541498040897,None,92.66541498040897,None,,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
10,0,10,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,11,95.16028510793694,None,96.15972214541398,97.40905804716749,96.90871868940303,97.40905804716749,None,99.17362060356245,None,97.91135256388225,98.90856066485867,94.68193447354133,None,95.16028510793694,None,0.3,0.7,?,99.18847866589203,None,99.67593704618048,None,99.18847866589203,None,99.18847866589203,None,,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
11,0,11,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,12,101.68725713601452,None,102.68652508719242,103.95208576627192,103.4357863223413,103.95208576627192,a,103.95208576627192,None,105.41793092903973,None,101.19358483472024,None,101.68725713601452,None,0.3,0.7,-1,105.44936023754417,None,105.9463870053296,None,105.44936023754417,None,105.44936023754417,None,1.4476326339645311,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
12,0,12,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,13,107.93542721151607,None,108.93294029991375,110.19625070915208,109.6835992623528,110.19625070915208,a,110.19625070915208,None,112.11137393669051,None,107.44875816395506,None,107.93542721151607,None,0.3,0.7,-1,112.11987190530635,None,112.61120228251093,None,112.11987190530635,None,112.11987190530635,None,1.8836208326974884,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
13,0,13,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,14,114.60916534584248,None,115.60782569259754,116.85701581669855,116.35734134729137,116.85701581669855,a,116.85701581669855,None,118.49172129050422,None,114.12881016984466,None,114.60916534584248,None,0.3,0.7,-1,118.51671978927334,None,118.988159614295,120.50301115811453,118.51671978927334,None,118.51671978927334,None,1.6164917598071042,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
14,0,14,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,15,121.01727919623954,None,122.01859554086695,123.26789944266784,122.76968986098655,123.26789944266784,a,123.26789944266784,None,124.58435884693463,None,120.52993498870637,None,121.01727919623954,None,0.3,0.7,1,124.61627368591144,None,125.09893602060038,None,124.61627368591144,None,124.61627368591144,None,1.3005263798113447,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
15,0,15,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,16,127.136521768698,None,128.12997599606751,129.3939287751855,128.88165974782896,129.3939287751855,None,131.1494539066247,None,129.8851437944686,130.89500768791186,126.63393727689981,None,127.136521768698,None,0.3,0.7,?,131.17227364165592,None,131.65951157768723,133.15786654193653,131.17227364165592,None,131.17227364165592,None,,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
16,0,16,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,17,133.6782343283121,None,134.6739731958951,135.92270386355813,135.42292509795516,135.92270386355813,d,135.92270386355813,None,137.5043901200028,None,133.1775801066251,None,133.6782343283121,None,0.3,0.7,1,137.51454853173345,None,138.00491969982977,None,137.51454853173345,None,137.51454853173345,None,1.5493396153324284,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
17,0,17,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,18,140.03573172487086,None,141.03391523245955,142.28286397404736,141.7998666272615,142.29962801019428,None,144.05519936381316,None,142.78240175219253,143.78199523399235,139.5381392291456,None,140.03573172487086,None,0.3,0.7,?,144.07491352106445,None,144.5665480955795,None,144.07491352106445,None,144.07491352106445,None,,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
18,0,18,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,19,146.56224508662126,None,147.56189506221563,148.82675332209328,148.3104151621519,148.8101658783853,None,150.57514048384328,None,149.3095207431179,150.30856666978798,146.0791983571835,None,146.56224508662126,None,0.3,0.7,?,150.57938127062516,None,151.07459747194662,None,150.57938127062516,None,150.57938127062516,None,,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
19,0,19,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,20,153.07323451005504,None,154.07181465931353,155.33731607918162,154.82211293067667,155.33731607918162,None,157.0861784998182,None,155.83468022939633,156.83618462327286,152.58984368210076,None,153.07323451005504,None,0.3,0.7,?,157.0976674784033,None,157.58785296764108,None,157.0976674784033,None,157.0976674784033,None,,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
20,0,20,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,21,159.61778874645825,None,160.61575339004048,161.88180434031528,161.36501739060623,161.8642004035937,d,161.8642004035937,None,162.69841228768055,None,159.13265095691895,None,159.61778874645825,None,0.3,0.7,1,162.73907773703104,None,163.21479094141978,None,162.73907773703104,None,162.73907773703104,None,0.8070895351411309,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
21,0,21,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,22,165.22782836321858,None,166.22748584495275,167.49265738853137,166.99289719079388,167.49265738853137,a,167.47601819181,None,168.9566493182123,None,164.73723280022386,None,165.22782836321858,None,0.3,0.7,-1,168.99191743848496,None,169.4585975635855,170.97268110801815,168.99191743848496,None,168.99191743848496,None,1.4575822557380889,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
22,0,22,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,23,171.47337760130176,None,172.4717815531767,173.7370408003626,173.22097325749928,173.7200673816842,d,173.7200673816842,None,174.76948107102945,None,170.98940366270836,None,171.47337760130176,None,0.3,0.7,1,174.77930763116456,None,175.26965588572784,None,174.77930763116456,None,174.77930763116456,None,1.0221036862640176,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
23,0,23,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,24,177.28510120685678,None,178.28413133107824,179.54815245579812,179.032232270838,179.5317246169143,None,181.29712944424537,None,180.03099849403952,181.0299918775563,176.79269942306564,None,177.28510120685678,None,0.3,0.7,?,181.3411074835749,None,181.82909643134917,None,181.3411074835749,None,181.3411074835749,None,,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
24,0,24,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,25,183.81186859309673,None,184.81420024557156,186.07531885406934,185.57552389096236,186.07531885406934,None,187.84069405180927,None,186.57475075576804,187.57388241076842,183.32952941863914,None,183.81186859309673,None,0.3,0.7,?,187.85532850938034,None,188.3249601382995,189.82340873213252,187.85532850938034,None,187.85532850938034,None,,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
25,0,25,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,26,190.37174647170468,None,191.3705664232548,192.6357905100158,192.1196700289147,192.61919437497272,None,194.38438547407569,None,193.11865946181933,194.11783694394398,189.88288088268018,None,190.37174647170468,None,0.3,0.7,?,194.39787385848467,None,194.88358843766036,None,194.39787385848467,None,194.39787385848467,None,,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
26,0,26,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,27,196.89951178312185,None,197.8982586482889,199.16190406962414,198.64696008141618,199.16190406962414,None,200.91222189654073,None,199.64566546515562,200.6449618607876,196.40083760922425,None,196.89951178312185,None,0.3,0.7,?,200.93572785326978,None,201.4109428851807,202.92605200904654,200.93572785326978,None,200.93572785326978,None,,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
27,0,27,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,28,203.4388606902794,None,204.44179086081567,205.69062029384077,205.17798978529754,205.69062029384077,d,205.69062029384077,None,207.8388305471075,None,202.95063510074397,None,203.4388606902794,None,0.3,0.7,-1,207.88293658633484,None,208.35869245734648,None,207.88293658633484,None,207.88293658633484,None,2.119062029378256,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
28,0,28,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,29,210.38616305292817,None,211.38503396738088,212.63365046231775,212.13612196652684,212.65027899236884,None,214.39862190727436,None,213.13536423872574,214.1491807216371,209.89536758884788,None,210.38616305292817,None,0.3,0.7,?,214.4099003181036,None,214.89806664845673,216.397347241611,214.4099003181036,None,214.4099003181036,None,,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
29,0,29,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,30,216.91358150038286,None,217.91259029129287,219.17806958770962,218.66169350186829,219.1613825885579,a,219.1613825885579,None,220.77617064600636,None,216.42187265431858,None,216.91358150038286,None,0.3,0.7,-1,220.7869678720308,None,221.2759025968262,None,220.7869678720308,None,220.7869678720308,None,1.5933241731545422,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
30,0,30,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,31,223.29857240608544,None,224.318709476589,225.57172458531568,225.05550968454918,225.5547077098745,None,227.32243312795472,None,226.06413782588788,227.09693938019336,222.8090134842496,None,223.29857240608544,None,0.3,0.7,?,227.34603785004583,None,227.8362849688565,None,227.34603785004583,None,227.34603785004583,None,,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
31,0,31,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,32,229.8704538307502,None,230.85049532802077,232.11352524365066,231.5994156251545,232.11352524365066,a,232.11352524365066,None,233.31443747996528,None,229.36135556633235,None,229.8704538307502,None,0.3,0.7,1,233.34521809761645,None,233.83058067708043,None,233.34521809761645,None,233.34521809761645,None,1.1692936934123281,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
32,0,32,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,33,235.8307118374796,None,236.82781524717575,238.0933194324607,237.57760942017194,238.0933194324607,None,239.84159123628925,None,238.57651628521853,239.59255972935352,235.33380161281093,None,235.8307118374796,None,0.3,0.7,?,239.8730193595984,None,240.34119874276803,None,239.8730193595984,None,239.8730193595984,None,,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
33,0,33,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,34,242.33978521302924,None,243.33886392979184,244.6038861401612,244.08751914073946,244.5874468444963,None,246.35222668467614,None,245.0879458070558,246.10293364708195,241.85645798998303,None,242.33978521302924,None,0.3,0.7,?,246.36010756733594,None,246.85189147506026,None,246.36010756733594,None,246.36010756733594,None,,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
34,0,34,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,35,248.88361767222523,None,249.8841798446083,251.14943711651722,250.6464603287459,251.14943711651722,a,251.132905376493,None,252.06845841506438,None,248.39259662808036,None,248.88361767222523,None,0.3,0.7,-1,252.1092838642653,None,252.59650994846015,None,252.1092838642653,None,252.1092838642653,None,0.9124986370443366,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
35,0,35,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,36,254.59564318371122,None,255.5935082717915,256.87404098841944,256.34330481517827,256.84253997626365,a,256.84253997626365,None,258.9073120732413,None,254.09712979980395,None,254.59564318371122,None,0.3,0.7,-1,258.92134050661116,None,259.39065055554966,260.90520501317224,258.92134050661116,None,258.92134050661116,None,2.0480489496840164,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
36,0,36,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,37,261.4217094939668,None,262.42129942020983,263.6861331862747,263.17436470175744,263.6861331862747,None,265.4514692729193,None,264.18558405089425,265.1870200991689,260.9285725008813,None,261.4217094939668,None,0.3,0.7,?,265.48900702103856,None,265.97014204828884,None,265.48900702103856,None,265.48900702103856,None,,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
37,0,37,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,38,267.986033788824,None,268.9838893954584,270.2466498792055,269.73575448041083,270.2466498792055,d,270.230013447901,None,270.81433318374036,None,267.48530687580933,None,267.986033788824,None,0.3,0.7,1,270.8518341911549,None,271.3477642684302,None,270.8518341911549,None,270.8518341911549,None,0.5690930811979342,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
38,0,38,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,39,273.3452939494164,None,274.344928122533,275.60821996387676,275.093941654166,275.60821996387676,d,275.5915795819601,None,276.67372292448124,None,272.8521731538349,None,273.3452939494164,None,0.3,0.7,1,276.6769337861333,None,277.17331462851143,None,276.6769337861333,None,276.6769337861333,None,1.0578105222375598,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
39,0,39,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,40,279.19052587417536,None,280.18709002502146,281.4374487407913,280.941325873544,281.4530670988315,None,283.21111272210544,None,281.9355046435667,282.93542089054245,278.6935781186621,None,279.19052587417536,None,0.3,0.7,?,283.2660193453776,None,283.74434627607116,None,283.2660193453776,None,283.2660193453776,None,,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
40,0,40,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,41,285.73322845771327,None,286.7477161499555,288.00196622067597,287.49696355796186,288.00196622067597,None,289.76375860641417,None,288.49680039761006,289.514131346863,285.2495516053168,None,285.73322845771327,None,0.3,0.7,?,289.78824787103804,None,290.28152985163615,None,289.78824787103804,None,289.78824787103804,None,,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
41,0,41,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,42,292.31037763130735,None,293.30833595391596,294.5575928433973,294.0585200525238,294.5575928433973,None,296.3222964367218,None,295.0571100783418,296.05589170893654,291.8058948694379,None,292.31037763130735,None,0.3,0.7,?,296.32721198839135,None,296.82176132602035,None,296.32721198839135,None,296.32721198839135,None,,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
42,0,42,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,43,298.86997225089,None,299.87343614938436,301.1344224123168,300.6181115116342,301.11767654900905,d,301.11767654900905,None,302.9830591738777,None,298.37743970178417,None,298.86997225089,None,0.3,0.7,-1,303.01039090537233,None,303.5014704185887,None,303.01039090537233,None,303.01039090537233,None,1.847639429033734,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
43,0,43,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,44,305.5134324832179,None,306.5343426889158,307.79448944632895,307.28029923533904,307.79448944632895,None,309.5415168067178,None,308.28089143239777,309.2953621369961,305.03265854209894,None,305.5134324832179,None,0.3,0.7,?,309.56801535366685,None,310.0596305701765,None,309.56801535366685,None,309.56801535366685,None,,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
44,0,44,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,45,312.0633192586247,None,313.0568244489259,314.3258474462491,313.797371024295,314.30867254623445,None,316.0703815740329,None,314.79361280504963,315.80379788341816,311.55934494076064,None,312.0633192586247,None,0.3,0.7,?,316.0749419654894,None,316.57041061104974,None,316.0749419654894,None,316.0749419654894,None,,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
45,0,45,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,46,318.5685802914959,None,319.56700952732353,320.8162387624907,320.31639757717494,320.8162387624907,None,322.5810861581616,None,321.31542454089504,322.3144641465915,318.0850507970026,None,318.5685802914959,None,0.3,0.7,?,322.5854474386724,None,323.08134591105045,None,322.5854474386724,None,322.5854474386724,None,,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
46,0,46,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,47,325.0818334168289,None,326.1038166093349,327.3597737404343,326.84364219763665,327.34340042003896,a,327.3267699146527,None,329.40806545537487,None,324.603773942712,None,325.0818334168289,None,0.3,0.7,-1,329.42882296981406,None,329.91666376954527,None,329.42882296981406,None,329.42882296981406,None,2.065591256832704,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
47,0,47,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,48,331.92270267836284,None,332.92262287595076,334.1871405928978,333.67121250671335,334.17035838391166,d,334.17035838391166,None,335.23564524592655,None,331.43805674029863,None,331.92270267836284,None,0.3,0.7,-1,335.2429145735223,None,335.7419075619546,None,335.2429145735223,None,335.2429145735223,None,1.047580406855559,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
48,0,48,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,49,337.7668869002373,None,338.7663543574454,340.0313797283161,339.51554843215854,340.0147583093494,None,341.7799008158821,None,340.5365297489334,341.54641142013134,337.27146368674585,None,337.7668869002373,None,0.3,0.7,?,341.79764282656834,None,342.28676481047296,None,341.79764282656834,None,341.79764282656834,None,,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
49,0,49,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,50,344.29652124718996,None,345.29281122543034,346.5419985841145,346.0447256930638,346.558959755901,d,346.5419985841145,None,348.30729121399634,None,343.7980418385996,None,344.29652124718996,None,0.3,0.7,1,348.3360672900162,None,348.8376542517508,None,348.3360672900162,None,348.3360672900162,None,1.733989345986629,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
50,0,50,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,51,350.8411568662559,None,351.8367752400809,353.0860510925122,352.586242697289,353.0860510925122,None,354.85488347268836,None,353.6040248067002,354.61646094502066,350.34408190098475,None,350.8411568662559,None,0.3,0.7,?,354.91036925601657,None,355.3984668456542,None,354.91036925601657,None,354.91036925601657,None,,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
51,0,51,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,52,357.36543062486453,None,358.3644690453657,359.61324237968074,359.1305354030337,359.62997362570604,None,361.37812454075026,None,360.1126324048382,361.12821481228457,356.88217688322766,None,357.36543062486453,None,0.3,0.7,?,361.38418458533124,None,361.8777652324061,None,361.38418458533124,None,361.38418458533124,None,,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
52,0,52,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,53,363.877645528788,None,364.87675229492015,366.13758606414194,365.6325111051847,366.13758606414194,None,367.8919070483738,None,366.6232417791907,367.6230715076963,363.3931418128486,None,363.877645528788,None,0.3,0.7,?,367.9159818935441,None,368.40265449669096,369.9183222373831,367.9159818935441,None,367.9159818935441,None,,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
53,0,53,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,54,370.4369312103372,None,371.43532726098783,372.7153325706022,372.1846671133535,372.6902619731263,d,372.6902619731263,None,373.81852834091694,None,369.94615865984815,None,370.4369312103372,None,0.3,0.7,-1,373.83474620466586,None,374.32244991807966,None,373.83474620466586,None,373.83474620466586,None,1.1001678220927715,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
54,0,54,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,55,376.31382296193624,None,377.31297674038797,378.56245091362507,378.06287639477523,378.56245091362507,d,378.56245091362507,None,379.1782127974642,None,375.831016034761,None,376.31382296193624,None,0.3,0.7,1,379.18852172759944,None,379.6775220325799,None,379.18852172759944,None,379.18852172759944,None,0.5844870443688706,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
55,0,55,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,56,381.6755573921546,None,382.6755388242891,383.9410200959828,383.4261519596039,383.9410200959828,d,383.9238147762662,None,385.0060327853629,None,381.1929598475399,None,381.6755573921546,None,0.3,0.7,1,385.0137437916128,None,385.5053321439482,None,385.0137437916128,None,385.0137437916128,None,1.053669488435844,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
56,0,56,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,57,387.54299295370583,None,388.5197787498182,389.7847476268653,389.26839722003206,389.7690996392339,None,391.5334054057224,None,390.267437220813,391.281782295875,387.0255320292199,None,387.54299295370583,None,0.3,0.7,?,391.5521856377891,None,392.03810130324564,None,391.5521856377891,None,391.5521856377891,None,,1,2,52,F,2021_Aug_01_1522,Social Reinforcement Learning,2021.1.4,61.026522562393666,
