"trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	textbox.started	textbox.stopped	key_resp_2.keys	key_resp_2.rt	key_resp_2.started	key_resp_2.stopped	block_type	learning_type	trial_type	image_path	x_image	trial	person.started	person.stopped	text.started	text.stopped	text_2.started	text_2.stopped	key_resp.keys	key_resp.rt	key_resp.started	key_resp.stopped	text_4.started	text_4.stopped	line.started	line.stopped	text_5.started	text_5.stopped	reward_a	reward_d	reward	image.started	image.stopped	text_3.started	text_3.stopped	line_2.started	line_2.stopped	text_6.started	text_6.stopped	session	exp_id	age	sex(M or F)	date	expName	psychopyVersion	frameRate"
"63	0	63	0							Social	UD	Observational	images/Observational_trial.png	-0.5	64	436.5223403	None	437.5212567	438.7865404	438.2716995	438.7865404	None		440.5499697	None	439.2692103	440.2685643	436.0265481	None	436.5223403	None	0.7	0.3	?	440.574106	None	441.0701005	None	440.574106	None	440.574106	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"64	0	64	0							Social	UD	Private	images/Private_trial.png	0.5	65	443.0865986	None	444.0814451	445.3314917	444.8358666	445.3314917	d	0.871144398	445.3314917	None	446.2316209	None	442.5965131	None	443.0865986	None	0.7	0.3	-1	446.2758449	None	446.7577112	None	446.2758449	None	446.2758449	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"65	0	65	0							Social	UD	Private	images/Private_trial.png	0.5	66	448.7438434	None	449.7454133	451.008753	450.4953956	451.008753	d	0.60787073	450.9920336	None	451.623412	None	448.2609456	None	448.7438434	None	0.7	0.3	-1	451.6484416	None	452.1382332	453.6393457	451.6484416	None	451.6484416	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"66	0	66	0							Social	UD	Observational	images/Observational_trial.png	-0.5	67	454.1555926	None	455.154661	456.4035296	455.9145281	456.4201553	None		458.1840757	None	456.9067153	457.9191637	453.6629107	None	454.1555926	None	0.7	0.3	?	458.2245328	None	458.7012016	None	458.2245328	None	458.2245328	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"67	0	67	0							Social	UD	Observational	images/Observational_trial.png	-0.5	68	460.7005253	None	461.7027838	462.9639574	462.4480301	462.947189	None		464.7204197	None	463.4492247	464.4623301	460.2164739	None	460.7005253	None	0.7	0.3	?	464.7323925	None	465.2310852	None	464.7323925	None	464.7323925	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"68	0	68	0							Social	UD	Observational	images/Observational_trial.png	-0.5	69	467.2280595	None	468.2259435	469.476661	468.9769513	469.4914137	None		471.2426352	None	469.9783167	470.9898912	466.7457108	None	467.2280595	None	0.7	0.3	?	471.2673965	None	471.75419	473.2542852	471.2673965	None	471.2673965	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"69	0	69	0							Social	UD	Private	images/Private_trial.png	0.5	70	473.7708814	None	474.7700265	476.018891	475.5190724	476.018891	a	0.737532652	476.018891	None	476.7726085	None	473.2740071	None	473.7708814	None	0.7	0.3	1	476.7907304	None	477.2680405	478.7826052	476.7907304	None	476.7907304	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"70	0	70	0							Social	UD	Private	images/Private_trial.png	0.5	71	479.299805	None	480.2982797	481.5492223	481.0491903	481.5492223	a	1.187696049	481.5492223	None	482.7620201	None	478.8012809	None	479.299805	None	0.7	0.3	1	482.7719709	None	483.2617325	484.7690341	482.7719709	None	482.7719709	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"71	0	71	0							Social	UD	Observational	images/Observational_trial.png	-0.5	72	485.3262488	None	486.3089827	487.5742522	487.0648414	487.5742522	None		489.3234826	None	488.0755278	489.0893736	484.8206382	None	485.3262488	None	0.7	0.3	?	489.3981753	None	489.8722186	None	489.3981753	None	489.3981753	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"72	0	72	0							Social	UD	Observational	images/Observational_trial.png	-0.5	73	491.8552882	None	492.8528823	494.1179697	493.6019377	494.1013957	None		495.8681992	None	494.6028088	495.6174059	491.3700896	None	491.8552882	None	0.7	0.3	?	495.8947517	None	496.3674723	497.8644912	495.8947517	None	495.8947517	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"73	0	73	0							Social	UD	Private	images/Private_trial.png	0.5	74	498.397572	None	499.4002355	500.660882	500.1628854	500.6795289	a	2.987296405	500.660882	None	503.6791579	None	497.9041352	None	498.397572	None	0.7	0.3	-1	503.7113353	None	504.1965478	None	503.7113353	None	503.7113353	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"74	0	74	0							Social	UD	Observational	images/Observational_trial.png	-0.5	75	506.206736	None	507.2085162	508.4715196	507.9607198	508.4715196	None		510.2214299	None	508.9542404	509.9533128	505.7105741	None	506.206736	None	0.7	0.3	?	510.2693039	None	510.7423386	None	510.2693039	None	510.2693039	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"75	0	75	0							Social	UD	Observational	images/Observational_trial.png	-0.5	76	512.7510054	None	513.7496168	514.9992435	514.4999941	514.9992435	None		516.7670429	None	515.5137683	516.5145556	512.2583196	None	512.7510054	None	0.7	0.3	?	516.7999693	None	517.2802842	None	516.7999693	None	516.7999693	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"76	0	76	0							Social	UD	Private	images/Private_trial.png	0.5	77	519.2950907	None	520.2946593	521.5613072	521.0432892	521.5613072	a	0.145068922	521.5423091	None	None	None	518.8055871	None	519.2950907	None	0.7	0.3	1	521.7517584	None	522.2290779	None	521.7517584	None	521.7517584	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"77	0	77	0							Social	UD	Observational	images/Observational_trial.png	-0.5	78	524.2656211	None	525.2561586	526.5073051	526.017389	526.5367972	None		528.2853702	None	527.0108638	528.0187911	523.7618447	None	524.2656211	None	0.7	0.3	?	528.3327835	None	528.8198461	None	528.3327835	None	528.3327835	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"78	0	78	0							Social	UD	Private	images/Private_trial.png	0.5	79	530.8333224	None	531.8168515	533.0874844	532.565449	533.0660902	a	1.837111042	533.0660902	None	534.9306378	None	530.3207863	None	530.8333224	None	0.7	0.3	-1	534.9611884	None	535.4525097	None	534.9611884	None	534.9611884	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"79	0	79	0							Social	UD	Private	images/Private_trial.png	0.5	80	537.4612275	None	538.4603651	539.7288385	539.2094398	539.7098029	a	0.435688347	539.7098029	None	None	None	536.9687925	None	537.4612275	None	0.7	0.3	1	540.1918758	None	540.6871995	None	540.1918758	None	540.1918758	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"80	0	80	0							Social	UD	Private	images/Private_trial.png	0.5	81	542.689362	None	543.7002637	544.9539516	544.4378454	544.9372781	d	0.504049775	544.9372781	None	545.4699848	None	542.2040781	None	542.689362	None	0.7	0.3	1	545.474144	None	545.9696664	None	545.474144	None	545.474144	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"81	0	81	0							Social	UD	Private	images/Private_trial.png	0.5	82	547.9859702	None	548.9835402	550.2331826	549.7327496	550.2331826	d	0.728216313	550.2331826	None	550.9856146	None	547.4873059	None	547.9859702	None	0.7	0.3	-1	551.0172342	None	551.5194208	None	551.0172342	None	551.0172342	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"82	0	82	0							Social	UD	Private	images/Private_trial.png	0.5	83	553.4970611	None	554.4988196	555.760801	555.2484893	555.760801	a	0.828744827	555.7441262	None	556.5963404	None	553.0131769	None	553.4970611	None	0.7	0.3	-1	556.6195673	None	557.1065639	558.6081026	556.6195673	None	556.6195673	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"83	0	83	0							Social	UD	Private	images/Private_trial.png	0.5	84	559.107497	None	560.1086881	561.3733054	560.8775938	561.3890466	a	0.723730391	561.3557666	None	562.1071995	None	558.6244459	None	559.107497	None	0.7	0.3	-1	562.1307709	None	562.6039956	564.1036234	562.1307709	None	562.1307709	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"84	0	84	0							Social	UD	Observational	images/Observational_trial.png	-0.5	85	564.656199	None	565.6541391	566.9156868	566.4003624	566.9156868	None		568.6652182	None	567.3996422	568.3990895	564.1557664	None	564.656199	None	0.7	0.3	?	568.6817689	None	569.1643898	None	568.6817689	None	568.6817689	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"85	0	85	0							Social	UD	Observational	images/Observational_trial.png	-0.5	86	571.1802116	None	572.1626594	573.4263862	572.9123726	573.4263862	None		575.1764846	None	573.9104747	574.9245026	570.6800168	None	571.1802116	None	0.7	0.3	?	575.2046473	None	575.7065073	None	575.2046473	None	575.2046473	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"86	0	86	0							Social	UD	Observational	images/Observational_trial.png	-0.5	87	577.706484	None	578.7110363	579.9859718	579.4584526	579.9602932	None		581.7226965	None	580.4609944	581.468751	577.2107036	None	577.706484	None	0.7	0.3	?	581.7496041	None	582.2271508	583.7342153	581.7496041	None	581.7496041	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"87	0	87	0							Social	UD	Private	images/Private_trial.png	0.5	88	584.2513333	None	585.2513843	586.5141313	585.9994015	586.5141313	a	3.273013908	586.5141313	None	589.8126156	None	583.7563648	None	584.2513333	None	0.7	0.3	1	589.8363466	None	590.3283845	591.82689	589.8363466	None	589.8363466	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"88	0	88	0							Social	UD	Observational	images/Observational_trial.png	-0.5	89	592.3430784	None	593.3428932	594.6078206	594.091689	594.5909115	None		596.3597085	None	595.0940013	596.1218527	591.8471891	None	592.3430784	None	0.7	0.3	?	596.4155947	None	596.9083426	None	596.4155947	None	596.4155947	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"89	0	89	0							Social	UD	Observational	images/Observational_trial.png	-0.5	90	598.8702974	None	599.8711057	601.1348759	600.6243132	601.1348759	None		602.8998582	None	601.6375738	602.6500028	598.3883904	None	598.8702974	None	0.7	0.3	?	602.9076461	None	603.4019102	None	602.9076461	None	602.9076461	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"90	0	90	0							Social	UD	Observational	images/Observational_trial.png	-0.5	91	605.415155	None	606.4170118	607.6783758	607.1625583	607.6620313	None		609.4274825	None	608.1638308	609.1776571	604.9165524	None	605.415155	None	0.7	0.3	?	609.4430827	None	609.9267734	611.4263234	609.4430827	None	609.4430827	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"91	0	91	0							Social	UD	Observational	images/Observational_trial.png	-0.5	92	611.9423195	None	612.946118	614.2059341	613.6901612	614.1900605	None		615.9546781	None	614.6913725	615.7047141	611.4554485	None	611.9423195	None	0.7	0.3	?	615.9691678	617.9690051	616.4710037	None	615.9691678	617.9690051	615.9691678	617.9690051	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"92	0	92	0							Social	UD	Private	images/Private_trial.png	0.5	93	618.4856277	None	619.4846689	620.7572201	620.2389873	620.7572201	a	0.759044931	620.7395664	None	621.5190064	None	617.9887573	None	618.4856277	None	0.7	0.3	1	621.5681568	None	622.0495735	None	621.5681568	None	621.5681568	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"93	0	93	0							Social	UD	Private	images/Private_trial.png	0.5	94	624.0299911	None	625.0304063	626.2944689	625.7829714	626.2944689	d	0.961396969	626.2777693	None	627.260366	None	623.5471545	None	624.0299911	None	0.7	0.3	-1	627.2804841	None	627.7596553	None	627.2804841	None	627.2804841	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"94	0	94	0							Social	UD	Private	images/Private_trial.png	0.5	95	629.7581995	None	630.7606765	632.0244993	631.5166364	632.0244993	d	1.127478813	632.0057541	None	633.156065	None	629.274781	None	629.7581995	None	0.7	0.3	-1	633.1802756	None	633.6893292	None	633.1802756	None	633.1802756	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"95	0	95	0							Social	UD	Private	images/Private_trial.png	0.5	96	635.6691795	None	636.6691641	637.9192068	637.432264	637.936529	a	3.277022201	637.9192068	None	641.2167986	None	635.1860044	None	635.6691795	None	0.7	0.3	1	641.2521871	None	641.7309608	None	641.2521871	None	641.2521871	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"96	0	96	0							Social	UD	Observational	images/Observational_trial.png	-0.5	97	643.7453529	None	644.7442444	646.0020527	645.5359624	646.0415964	None		647.7752207	None	646.5109199	647.5249256	643.2522665	None	643.7453529	None	0.7	0.3	?	647.7880796	None	648.2723968	649.772573	647.7880796	None	647.7880796	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"97	0	97	0							Social	UD	Observational	images/Observational_trial.png	-0.5	98	650.2895859	None	651.2894465	652.553737	652.0402058	652.553737	None		654.3024412	None	653.0373294	654.0522737	649.7917856	None	650.2895859	None	0.7	0.3	?	654.3215891	None	654.8067964	656.3162467	654.3215891	None	654.3215891	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"98	0	98	0							Social	UD	Private	images/Private_trial.png	0.5	99	656.8331403	None	657.8324904	659.0809576	658.58361	659.0809576	a	2.095722986	659.0809576	None	661.1965971	None	656.3429497	None	656.8331403	None	0.7	0.3	1	661.237631	None	661.7177262	None	661.237631	None	661.237631	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"99	0	99	0							Social	UD	Private	images/Private_trial.png	0.5	100	663.7098444	None	664.710657	665.9735605	665.4598886	665.9735605	a	2.563592246	665.9735605	None	668.5601386	None	663.2268111	None	663.7098444	None	0.7	0.3	1	668.5850749	None	669.0711672	None	668.5850749	None	668.5850749	None	1	3	18	M	2021_Aug_01_1544	Social Reinforcement Learning	2021.1.4	60.29259602"
"																																																		"
