trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textbox.started,textbox.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,block_type,learning_type,trial_type,image_path,x_image,trial,person.started,person.stopped,text.started,text.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.started,key_resp.stopped,text_4.started,text_4.stopped,line.started,line.stopped,text_5.started,text_5.stopped,reward_a,reward_d,reward,image.started,image.stopped,text_3.started,text_3.stopped,line_2.started,line_2.stopped,text_6.started,text_6.stopped,key_resp.rt,session,exp_id,age,sex(M or F),date,expName,psychopyVersion,frameRate,
57,0,57,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,58,366.9173513755677,None,367.92161883910103,369.17934013525337,368.67217765479927,369.17934013525337,d,369.17934013525337,None,None,None,366.43280265924386,None,366.9173513755677,None,0.3,0.7,-1,369.3236864374303,None,369.81620237622064,None,369.3236864374303,None,369.3236864374303,None,0.08610581508128234,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
58,0,58,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,59,371.81259545694047,None,372.812716741083,374.0774132581346,373.5632763469057,374.0774132581346,d,374.05998271207136,None,376.8909642918943,None,371.32902649525204,None,371.81259545694047,None,0.3,0.7,-1,376.91956728030345,None,377.3922763729797,378.90234058641454,376.91956728030345,None,376.91956728030345,None,2.802318304898108,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
59,0,59,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,60,379.40415905842383,None,380.41383492556633,381.6700767132079,381.1692233785261,381.6700767132079,d,381.65397950258466,None,383.02615581417194,None,378.9211459494654,None,379.40415905842383,None,0.3,0.7,1,383.0646626207017,None,383.5608218245088,None,383.0646626207017,None,383.0646626207017,None,1.3494417373894976,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
60,0,60,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,61,385.5729774980382,None,386.5645441019951,387.8133954582054,387.3147031145927,387.8133954582054,None,389.57907086075375,None,388.3200376415407,389.3375203358346,385.0692228254384,None,385.5729774980382,None,0.3,0.7,?,389.61772305022896,None,390.11323316659036,None,389.61772305022896,None,389.61772305022896,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
61,0,61,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,62,392.1116821517935,None,393.12507634579924,394.3738320969196,393.877185386169,394.3738320969196,None,396.1385881893739,None,394.8662283318172,395.88739419242484,391.62232394638795,None,392.1116821517935,None,0.3,0.7,?,396.1526370807105,None,396.622065180547,398.13684327797455,396.1526370807105,None,396.1526370807105,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
62,0,62,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,63,398.6752792893303,None,399.6834242898558,400.93401787104085,400.4187862420322,400.93401787104085,d,400.916958288527,None,403.78271088625934,None,398.17297686593884,None,398.6752792893303,None,0.3,0.7,1,403.79851701494044,None,404.28086997470837,None,403.79851701494044,None,403.79851701494044,None,2.849519564672846,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
63,0,63,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,64,406.2954951830043,None,407.297359482247,408.56541007867236,408.04704916076935,408.56541007867236,None,410.3089347301684,None,409.06724079761534,410.07559913181103,405.8109796519184,None,406.2954951830043,None,0.3,0.7,?,410.33319400800974,None,410.83189346274503,None,410.33319400800974,None,410.33319400800974,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
64,0,64,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,65,412.8618079791531,None,413.85591562416266,415.1210072035665,414.6054690061728,415.1210072035665,d,415.1043094981678,None,419.369438529483,None,412.36407129137206,None,412.8618079791531,None,0.3,0.7,1,419.4158410521932,None,419.89742601074704,None,419.4158410521932,None,419.4158410521932,None,4.239252526225755,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
65,0,65,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,66,421.88569384405946,None,422.8970799361259,424.16231492316456,423.64815904894294,424.16231492316456,d,424.1456425017559,None,431.740340843995,None,421.3991062109335,None,421.88569384405946,None,0.3,0.7,-1,431.7769169808071,None,432.253278819996,433.7543687970274,431.7769169808071,None,431.7769169808071,None,7.564053829615659,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
66,0,66,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,67,434.2533297830396,None,435.2524357569355,436.517575533946,436.00304988136304,436.517575533946,d,436.517575533946,None,437.6333765268173,None,433.77008398235466,None,434.2533297830396,None,0.3,0.7,-1,437.63812209480966,None,438.1347237684522,None,437.63812209480966,None,437.63812209480966,None,1.1000807507443824,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
67,0,67,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,68,440.1310086020876,None,441.1467455158445,442.39619223102,441.8958335144034,442.39619223102,None,444.15923019730235,None,442.8862528572881,443.88577009109304,439.65529347997017,None,440.1310086020876,None,0.3,0.7,?,444.21182966807646,None,444.6934873181035,None,444.21182966807646,None,444.21182966807646,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
68,0,68,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,69,446.6915613891342,None,447.69044731329905,448.9394539290133,448.4397755097689,448.9394539290133,None,450.7132668259028,None,449.4390379283559,450.4457780871553,446.195763272317,None,446.6915613891342,None,0.3,0.7,?,450.7391083284674,None,451.2205242003347,452.7340479747918,450.7391083284674,None,450.7391083284674,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
69,0,69,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,70,453.271721910869,None,454.26766857113034,455.51671706345405,455.01728279274266,455.51671706345405,d,455.51671706345405,None,456.1326575133353,None,452.78027540586754,None,453.271721910869,None,0.3,0.7,1,456.1519915488261,None,456.6321866780236,458.14030639455814,456.1519915488261,None,456.1519915488261,None,0.5917342684197138,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
70,0,70,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,71,458.6829604866534,None,459.68472681043204,460.94484099925467,460.4285249240884,460.92838151645446,None,462.6936097084199,None,461.42743573718235,462.4437281086075,458.1801579143239,None,458.6829604866534,None,0.3,0.7,?,462.72470198471456,None,463.21174907535624,None,462.72470198471456,None,462.72470198471456,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
71,0,71,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,72,465.22389368714084,None,466.2231004019359,467.47164044901183,466.9724827219479,467.47164044901183,d,467.47164044901183,None,None,None,464.72684875353843,None,465.22389368714084,None,0.3,0.7,1,467.7982124218661,None,468.2877373435849,None,467.7982124218661,None,467.7982124218661,None,0.2611081657023533,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
72,0,72,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,73,470.2697193398035,None,471.2686380541436,472.5197894633711,472.0190668943278,472.5197894633711,d,472.5197894633711,None,476.8290177248673,None,469.78788667715435,None,470.2697193398035,None,0.3,0.7,-1,476.86547336766125,None,477.34855205697113,478.85100855468045,476.86547336766125,None,476.86547336766125,None,4.2848423266641475,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
73,0,73,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,74,479.3618435347653,None,480.36253528894485,481.62561560591075,481.1094231852612,481.60876264100716,d,481.60876264100716,None,482.3413784357581,None,478.8786913638578,None,479.3618435347653,None,0.3,0.7,1,482.34832015536995,None,482.83691391512275,484.33977377149404,482.34832015536995,None,482.34832015536995,None,0.7020103933009523,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
74,0,74,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,75,484.8394486351781,None,485.83850325096773,487.1053259936016,486.58755134822877,487.08763115082456,d,487.08763115082456,None,487.58704045359445,None,484.3563932545476,None,484.8394486351781,None,0.3,0.7,1,487.60217221083985,None,488.0859414691422,489.5873964837865,487.60217221083985,None,487.60217221083985,None,0.47819295319368393,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
75,0,75,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,76,490.13449739772386,None,491.13292425943564,492.38254954279455,491.88594984446354,492.3990410256447,None,494.1469279556395,None,492.8813370964335,493.88068405836475,489.64895312427143,None,490.13449739772386,None,0.3,0.7,?,494.1666404608641,None,494.6468928741024,None,494.1666404608641,None,494.1666404608641,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
76,0,76,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,77,496.6616409467906,None,497.6600891418693,498.9100103269302,498.4098475612409,498.9100103269302,d,498.9100103269302,None,None,None,496.17257232208976,None,496.6616409467906,None,0.3,0.7,1,499.27525100286584,None,499.7549305756929,501.2572464312043,499.27525100286584,None,499.27525100286584,None,0.31580178299554973,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
77,0,77,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,78,501.77369564238325,None,502.772673221014,504.02308428339256,503.5214522808137,504.02308428339256,d,504.02308428339256,None,505.47065982524055,None,501.2762963378509,None,501.77369564238325,None,0.3,0.7,-1,505.50683102313997,None,505.9895624526416,None,505.50683102313997,None,505.50683102313997,None,1.4293695673995899,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
78,0,78,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,79,508.0044717107703,None,509.0016600520057,510.2657544940321,509.74956325856874,510.2491172331729,None,512.0165795027424,None,510.75269412771377,511.78471551164876,507.5041082534053,None,508.0044717107703,None,0.3,0.7,?,512.0546900617319,None,512.5320869642856,None,512.0546900617319,None,512.0546900617319,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
79,0,79,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,80,514.5486527188586,None,515.5439526620485,516.8092295256956,516.3076769306499,516.8092295256956,d,516.7925618450363,None,None,None,514.0584222157786,None,514.5486527188586,None,0.3,0.7,1,517.0142076273896,None,517.5087443101147,None,517.0142076273896,None,517.0142076273896,None,0.17465548587551893,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
80,0,80,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,81,519.4908140101752,None,520.4889090195102,521.7544075131373,521.2386378092051,521.7376643755679,d,521.7544075131373,None,None,None,519.0075966539798,None,519.4908140101752,None,0.3,0.7,1,522.1698001695604,None,522.6539135271714,None,522.1698001695604,None,522.1698001695604,None,0.3816045536459569,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
81,0,81,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,82,524.6729334090796,None,525.6691182919403,526.9173900916785,526.4168512266288,526.9173900916785,None,528.6848199661354,None,527.4202171578736,528.43254507859,524.1779558367698,None,524.6729334090796,None,0.3,0.7,?,528.7287355713352,None,529.2124167307329,None,528.7287355713352,None,528.7287355713352,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
82,0,82,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,83,531.2295316219761,None,532.2284827314297,533.4936296195629,532.9773443592603,533.4771606552658,None,535.2420771430352,None,533.97826287923,534.992319987864,530.7325175032374,None,531.2295316219761,None,0.3,0.7,?,535.2457868575393,None,535.7418753451857,None,535.2457868575393,None,535.2457868575393,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
83,0,83,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,84,537.7569785789292,None,538.7558641080323,540.0214412190671,539.5056035644102,540.0214412190671,d,540.0047529951653,None,542.9273013369702,None,537.2595848052697,None,537.7569785789292,None,0.3,0.7,1,542.9641567828648,None,543.4392445459662,None,542.9641567828648,None,542.9641567828648,None,2.903134661743934,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
84,0,84,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,85,545.4497298958695,None,546.4486067336011,547.723202328023,547.1982170045894,547.723202328023,d,547.6970397187788,None,548.3301594550667,None,544.9517549854891,None,545.4497298958695,None,0.3,0.7,-1,548.3392198940755,None,548.8293781007451,None,548.3392198940755,None,548.3392198940755,None,0.6149204778985222,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
85,0,85,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,86,550.8461433618068,None,551.8604213102954,553.1106273353125,552.6031092987405,553.1106273353125,None,554.8569170282144,None,553.5913194529494,554.5909121436634,550.3488084524379,None,550.8461433618068,None,0.3,0.7,?,554.8669335181166,None,555.3564343410317,None,554.8669335181166,None,554.8669335181166,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
86,0,86,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,87,557.3762893847534,None,558.3557631300946,559.6194360405898,559.1029816936007,559.6023942358825,None,561.3675856870486,None,560.1023361617163,561.1179114949709,556.8717311553282,None,557.3762893847534,None,0.3,0.7,?,561.3740351589686,None,561.8741465665526,None,561.3740351589686,None,561.3740351589686,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
87,0,87,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,88,563.8843245579446,None,564.8814635163862,566.1466368736974,565.6307518115582,566.1300280573278,d,566.1300280573278,None,570.0767708077365,None,563.389200812564,None,563.8843245579446,None,0.3,0.7,1,570.1022796677998,None,570.592422467038,None,570.1022796677998,None,570.1022796677998,None,3.92770319439569,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
88,0,88,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,89,572.6073321202284,None,573.6063361680372,574.8715020191639,574.3705076472215,574.8715020191639,None,576.6201759133646,None,575.3545352763022,576.3537621392779,572.1211095247163,None,572.6073321202284,None,0.3,0.7,?,576.6364189810074,None,577.1195193987469,None,576.6364189810074,None,576.6364189810074,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
89,0,89,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,90,579.1340466315796,None,580.1334137416907,581.3824104808464,580.8826629256891,581.3824104808464,None,583.1471630177393,None,581.8816385290093,582.8806801077417,578.6361696966633,None,579.1340466315796,None,0.3,0.7,?,583.1510528806757,None,583.6467818615811,None,583.1510528806757,None,583.1510528806757,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
90,0,90,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,91,585.6449724760059,None,586.6440417091026,587.9096555609367,587.393117065666,587.892749657678,None,589.6579766644572,None,588.3922728174184,589.3912274824334,585.1618843052001,None,585.6449724760059,None,0.3,0.7,?,589.662042330141,None,590.1405418517206,591.6559362464177,589.662042330141,None,589.662042330141,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
91,0,91,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,92,592.1594214864926,None,593.1545476022484,594.4202503431115,593.9037983664957,594.4034412301289,None,596.1754218278265,None,594.9029327848812,595.9020478452112,591.6725347911661,None,592.1594214864926,None,0.3,0.7,?,596.1857251329975,None,596.6848101685891,None,596.1857251329975,None,596.1857251329975,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
92,0,92,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,93,598.6865026157075,None,599.6818653738119,600.9476893988176,600.4476064357232,600.9706832129314,d,600.9476893988176,None,601.4967931998708,None,598.2002255015905,None,598.6865026157075,None,0.3,0.7,-1,601.5071719619509,None,601.9998609380518,None,601.5071719619509,None,601.5071719619509,None,0.5229329745116047,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
93,0,93,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,94,604.0010350633638,None,604.9939282867017,606.2592964097521,605.7430154951353,606.2425959389166,d,606.2425959389166,None,608.2267653163699,None,603.5118585866403,None,604.0010350633638,None,0.3,0.7,-1,608.2539871667941,None,608.7466172786053,None,608.2539871667941,None,608.2539871667941,None,1.9623533232252157,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
94,0,94,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,95,610.7559154661376,None,611.7539369938759,613.0031537827617,612.5204259088214,613.0202718345035,d,613.0031537827617,None,None,None,610.2620875252742,None,610.7559154661376,None,0.3,0.7,-1,613.4319540653096,None,613.9187728099123,None,613.4319540653096,None,613.4319540653096,None,0.3730439475266394,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
95,0,95,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,96,615.9568793392664,None,616.964062362963,618.2319486134493,617.6987365115838,618.2132435962367,None,619.9641890989651,None,618.7047774100183,619.7136169301602,615.4555084729018,None,615.9568793392664,None,0.3,0.7,?,619.9876416594834,None,620.4793591772586,None,619.9876416594834,None,619.9876416594834,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
96,0,96,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,97,622.478440657289,None,623.4764989258256,624.7266883582233,624.2306405620002,624.7428985566794,None,626.4911287958575,None,625.2270233710988,626.2406676395731,621.9947997942518,None,622.478440657289,None,0.3,0.7,?,626.5006972850524,None,627.0047119086803,None,626.5006972850524,None,626.5006972850524,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
97,0,97,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,98,629.0058639105009,None,630.0043176364525,631.269424228226,630.756998727109,631.269424228226,d,631.2525285965885,None,None,None,628.5186109923725,None,629.0058639105009,None,0.3,0.7,1,631.6932550214397,None,632.1684609081849,None,631.6932550214397,None,631.6932550214397,None,0.3705210793423248,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
98,0,98,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,99,634.1836798951981,None,635.1828779186217,636.4475625838022,635.9314009780164,636.4327193010868,None,638.1960804283735,None,636.941106079772,637.9615651738313,633.6867096283804,None,634.1836798951981,None,0.3,0.7,?,638.2246632686038,None,638.7092755899666,640.210982654392,638.2246632686038,None,638.2246632686038,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
99,0,99,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,100,640.728329842299,None,641.728185249478,642.9916748510414,642.4903608736568,642.9916748510414,None,644.7403807452929,None,643.4751549237017,644.4902751451264,640.2307847597585,None,640.728329842299,None,0.3,0.7,?,644.7453732272561,None,645.2389139577899,646.7383825989255,644.7453732272561,None,644.7453732272561,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
