trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textbox.started,textbox.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,block_type,learning_type,trial_type,image_path,x_image,trial,person.started,person.stopped,text.started,text.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.started,key_resp.stopped,text_4.started,text_4.stopped,line.started,line.stopped,text_5.started,text_5.stopped,reward_a,reward_d,reward,image.started,image.stopped,text_3.started,text_3.stopped,line_2.started,line_2.stopped,text_6.started,text_6.stopped,key_resp.rt,session,exp_id,age,sex(M or F),date,expName,psychopyVersion,frameRate,
11,0,11,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,12,87.95892141656714,None,88.95815776103973,90.22383245247602,89.70744408089922,90.20749069825706,None,91.97199513599207,None,90.70697119126271,91.70590531303515,87.46299450942297,None,87.95892141656714,None,0.3,0.7,?,91.98391227087359,None,92.48016747483234,None,91.98391227087359,None,91.98391227087359,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
12,0,12,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,13,94.48634862040308,None,95.485650940288,96.75413650036353,96.23476935864801,96.73486851929829,None,98.49925088276632,None,97.23397962900435,98.23281893581225,93.98795178342971,None,94.48634862040308,None,0.3,0.7,?,98.50916031077213,None,98.99893017114846,None,98.50916031077213,None,98.50916031077213,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
13,0,13,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,14,100.99727406976672,None,101.99631051268807,103.26180229025522,102.7458184625275,103.26180229025522,None,105.00817968699994,None,103.74461312729,104.74489836230805,100.5141294050436,None,100.99727406976672,None,0.3,0.7,?,105.01433246709348,None,105.49483060911462,107.00801028426304,105.01433246709348,None,105.01433246709348,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
14,0,14,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,15,107.52450453255005,None,108.52333001217539,109.78884075273618,109.27287470281408,109.77225840554365,d,109.77225840554365,None,None,None,107.02768241411559,None,107.52450453255005,None,0.3,0.7,1,110.25080098891976,None,110.73833479638051,None,110.25080098891976,None,110.25080098891976,None,0.43472226721587504,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
15,0,15,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,16,112.73608570640681,None,113.73559187846604,115.00068464305696,114.48480590191502,114.98410822180085,d,114.98410822180085,None,115.48387466093754,None,112.253667561351,None,112.73608570640681,None,0.3,0.7,-1,115.49044541700005,None,115.983208664823,117.48142614348853,115.49044541700005,None,115.49044541700005,None,0.47453072518419503,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
16,0,16,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,17,117.98163592159744,None,118.98046337653432,120.24574853649119,119.73007917839641,120.2292021399735,d,120.2292021399735,None,None,None,117.49842567652468,None,117.98163592159744,None,0.3,0.7,1,120.56642183335771,None,121.06420158293531,None,120.56642183335771,None,120.56642183335771,None,0.3075244365818435,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
17,0,17,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,18,123.07701029453438,None,124.07573503326057,125.34100952653353,124.82519518055506,125.3244453522102,None,127.10609786642635,None,125.84451847034961,126.85642090891179,122.58473415859225,None,123.07701029453438,None,0.3,0.7,?,127.11653865329572,None,127.60603473546234,None,127.11653865329572,None,127.11653865329572,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
18,0,18,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,19,129.63718737728323,None,130.6360270791538,131.90186019059365,131.38509413940756,131.8852371519797,d,131.8852371519797,None,None,None,129.13587656039726,None,129.63718737728323,None,0.3,0.7,-1,131.9685277527351,None,132.45097157684359,None,131.9685277527351,None,131.9685277527351,None,0.021082107389702287,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
19,0,19,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,20,134.43249016492246,None,135.448415918484,136.71379786871785,136.19779942368314,136.6969057926408,d,136.6969057926408,None,None,None,133.96416191867593,None,134.43249016492246,None,0.3,0.7,-1,137.13502322571549,None,137.63674648769847,None,137.13502322571549,None,137.13502322571549,None,0.4027056240283855,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
20,0,20,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,21,139.6276323992215,None,140.62658311361247,141.87570785297066,141.37574893945475,141.87570785297066,d,141.87570785297066,None,None,None,139.1446627471214,None,139.6276323992215,None,0.3,0.7,-1,142.20026658807546,None,142.69170716714234,None,142.20026658807546,None,142.20026658807546,None,0.29979622683913476,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
21,0,21,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,22,144.70602146136753,None,145.70565049781817,146.95407084100043,146.45458797762058,146.95407084100043,None,148.71930732927558,None,147.45390689012402,148.4531226913541,144.20991045516712,None,144.70602146136753,None,0.3,0.7,?,148.7338200238146,None,149.2025733571527,150.7172542692415,148.7338200238146,None,148.7338200238146,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
22,0,22,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,23,151.21693624404725,None,152.2161583662746,153.48181804534215,152.96550789611138,153.46473752452312,None,155.22987406202355,None,153.96432349917814,154.96396952330997,150.73423878990798,None,151.21693624404725,None,0.3,0.7,?,155.23341350465307,None,155.72953359728763,None,155.23341350465307,None,155.23341350465307,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
23,0,23,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,24,157.74400710164082,None,158.76011221351018,160.02591253477567,159.50920574294196,160.00870006313107,d,160.00870006313107,None,160.7579369211844,None,157.25152869377325,None,157.74400710164082,None,0.3,0.7,-1,160.76832714007196,None,161.25727961644134,None,160.76832714007196,None,160.76832714007196,None,0.726503073979984,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
24,0,24,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,25,163.27282808545624,None,164.27159944153937,165.53706395980498,165.02098136648874,165.52041168657615,None,167.28547632272785,None,166.01982896960635,167.01872951107816,162.77587006557224,None,163.27282808545624,None,0.3,0.7,?,167.29549478794252,None,167.78492528975858,None,167.29549478794252,None,167.29549478794252,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
25,0,25,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,26,169.7831984722152,None,170.78184380340736,172.03315007707624,171.53131343219866,172.03315007707624,None,173.79626626570462,None,172.53157575360092,173.54598525785332,169.29988077018152,None,169.7831984722152,None,0.3,0.7,?,173.80082062351903,None,174.296662987319,None,173.80082062351903,None,173.80082062351903,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
26,0,26,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,27,176.29342584640108,None,177.29268273411617,178.54118367001865,178.04187779457243,178.54118367001865,None,180.3064513682193,None,179.06124730666215,180.07329670841955,175.81404928639859,None,176.29342584640108,None,0.3,0.7,?,180.31317106278857,None,180.8058837426306,None,180.31317106278857,None,180.31317106278857,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
27,0,27,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,28,182.82077996370117,None,183.8199108265253,185.08531134468922,184.56904109675634,185.06918964020042,a,185.06918964020042,None,185.56861435040264,None,182.32627172546654,None,182.82077996370117,None,0.3,0.7,-1,185.5780899999445,None,186.06793531723088,None,185.5780899999445,None,185.5780899999445,None,0.4741751690671663,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
28,0,28,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,29,188.0996414414085,None,189.0984491432282,190.36358615480276,189.84807521671155,190.34702909160114,None,192.11599180798657,None,190.84684657279468,191.84586958359614,187.60799582498112,None,188.0996414414085,None,0.3,0.7,?,192.1307190213829,None,192.61141350939397,194.1268616325715,192.1307190213829,None,192.1307190213829,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
29,0,29,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,30,194.62661708897485,None,195.62547891433678,196.8910398278158,196.3747794564415,196.8743547644126,None,198.6393913511365,None,197.37414814680233,198.39182679202258,194.14318639910925,None,194.62661708897485,None,0.3,0.7,?,198.6438109926885,None,199.13873878714276,None,198.6438109926885,None,198.6438109926885,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
30,0,30,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,31,201.13703843877647,None,202.1358737949613,203.40147065911424,202.8857487577261,203.38476742284183,None,205.15006475071914,None,203.89896201317424,204.9001823607823,200.65417505844925,None,201.13703843877647,None,0.3,0.7,?,205.15417426832482,None,205.6494082361014,None,205.15417426832482,None,205.15417426832482,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
31,0,31,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,32,207.6641594692892,None,208.66362455486342,209.92911198674483,209.42721292201531,209.92911198674483,a,209.9121519599439,None,210.61191752994364,None,207.16801962353748,None,207.6641594692892,None,0.3,0.7,1,210.62703664519358,None,211.11112076819063,None,210.62703664519358,None,210.62703664519358,None,0.6755305489868988,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
32,0,32,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,33,213.10899770310698,None,214.10802940528083,215.37192513094305,214.85788224455428,215.37192513094305,a,215.37192513094305,None,218.82019558746924,None,212.626318421836,None,213.10899770310698,None,0.3,0.7,1,218.82785948106175,None,219.32035290129807,220.82664703470164,218.82785948106175,None,218.82785948106175,None,3.422357210638438,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
33,0,33,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,34,221.36794487774023,None,222.3685098169044,223.63272159244843,223.12699990439523,223.63272159244843,None,225.3890434987352,None,224.14148881617984,225.15938277038276,220.8809080587189,None,221.36794487774023,None,0.3,0.7,?,225.4526245177276,None,225.94552050650145,None,225.4526245177276,None,225.4526245177276,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
34,0,34,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,35,227.94525502460056,None,228.9324135228262,230.2012617501423,229.6795858640371,230.2012617501423,a,230.17985727187352,None,231.52536173884346,None,227.43207258401617,None,227.94525502460056,None,0.3,0.7,-1,231.53634652657183,None,232.03109496271827,None,231.53634652657183,None,231.53634652657183,None,1.3298810151200087,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
35,0,35,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,36,234.02348171611902,None,235.02272754208752,236.28755561490289,235.7714821080208,236.27093257628803,a,236.27093257628803,None,None,None,233.54010831029427,None,234.02348171611902,None,0.3,0.7,-1,236.6751757829934,None,237.17029597281362,None,236.6751757829934,None,236.6751757829934,None,0.3758714087844055,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
36,0,36,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,37,239.22485447878262,None,240.22279817923663,241.48282071359336,240.96681476237427,241.46589426709215,None,243.2317450773253,None,241.966941182327,242.9781313234671,238.73552274255417,None,239.22485447878262,None,0.3,0.7,?,243.2655466912338,None,243.74698113103204,None,243.2655466912338,None,243.2655466912338,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
37,0,37,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,38,245.7620729079672,None,246.76071823915936,248.0097193240008,247.51878837536879,248.02842039059033,None,249.78995553968252,None,248.521458601811,249.52554315147518,245.26647469270029,None,245.7620729079672,None,0.3,0.7,?,249.80283978720308,None,250.27749140146807,251.78972766771767,249.80283978720308,None,249.80283978720308,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
38,0,38,0,,,,,,,Social,SD,Private,images/Private_trial.png,0.5,39,252.30656957087558,None,253.30572808806392,254.56973601143454,254.05443327120338,254.56973601143454,a,254.56973601143454,None,256.50179389913137,None,251.80948236560198,None,252.30656957087558,None,0.3,0.7,-1,256.51593997580585,None,257.0015360024272,None,256.51593997580585,None,256.51593997580585,None,1.9010459670844284,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
39,0,39,0,,,,,,,Social,SD,Observational,images/Observational_trial.png,-0.5,40,259.02029593330735,None,260.01817326328637,261.2810106169054,260.76704239730134,261.2810106169054,None,263.0292124115949,None,261.7638467379302,262.77932923153276,258.5271696231812,None,259.02029593330735,None,0.3,0.7,?,263.04032480446403,None,263.5288624653631,None,263.04032480446403,None,263.04032480446403,None,,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
40,0,40,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,41,265.5637310636739,None,266.5597421190987,267.82325384415435,267.3092299207583,267.82325384415435,a,267.82325384415435,None,None,None,265.0811134121295,None,265.5637310636739,None,0.3,0.7,1,268.20540397891,None,268.6965992242558,None,268.20540397891,None,268.20540397891,None,0.33836063345916045,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
41,0,41,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,42,270.6906772395887,None,271.68756256800043,272.936571554088,272.43714083893883,272.936571554088,a,272.936571554088,None,274.3351882037541,None,270.20592230071634,None,270.6906772395887,None,0.3,0.7,-1,274.3426521957963,None,274.8351321839127,None,274.3426521957963,None,274.3426521957963,None,1.371592093380059,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
42,0,42,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,43,276.8496685031796,None,277.84958830552205,279.1153139600019,278.5992503296793,279.1153139600019,a,279.09824015524373,None,279.8122165131317,None,276.35218505036664,None,276.8496685031796,None,0.3,0.7,1,279.84249101035584,None,280.33086748581536,None,279.84249101035584,None,279.84249101035584,None,0.6891515087827429,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
43,0,43,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,44,282.34333683885325,None,283.32746244339705,284.57792288856945,284.0764236269406,284.57792288856945,a,284.57792288856945,None,286.9080874794472,None,281.8453453358543,None,282.34333683885325,None,0.3,0.7,-1,286.95015498296107,None,287.4280674418842,288.94120800585915,286.95015498296107,None,286.95015498296107,None,2.309390711136075,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
44,0,44,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,45,289.4551161759855,None,290.47329576027005,291.73716501675426,291.203229555721,291.70280407356677,a,291.70280407356677,None,294.03422219728964,None,288.967660195809,None,289.4551161759855,None,0.3,0.7,-1,294.0514438343798,None,294.53554731543227,296.0444433294906,294.0514438343798,None,294.0514438343798,None,2.3023060579653247,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
45,0,45,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,46,296.5478945942041,None,297.54900748485124,298.8129016302646,298.30902646364666,298.8129016302646,a,298.7961091099005,None,299.86190824597816,None,296.0652295351774,None,296.5478945942041,None,0.3,0.7,-1,299.8751440989927,None,300.3663377640896,None,299.8751440989927,None,299.8751440989927,None,1.048992472482496,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
46,0,46,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,47,302.36009538385406,None,303.35874901135594,304.60715078660814,304.1076315774917,304.60715078660814,d,304.60715078660814,None,None,None,301.87668997797937,None,302.36009538385406,None,0.3,0.7,1,305.0486400768632,None,305.54010396460853,None,305.0486400768632,None,305.0486400768632,None,0.38120949129461223,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
47,0,47,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,48,307.5289505642677,None,308.53718484888486,309.8023617617564,309.283570225889,309.78574346389087,d,309.78574346389087,None,None,None,307.0396974454479,None,307.5289505642677,None,0.3,0.7,1,310.16708095538706,None,310.6523719938714,None,310.16708095538706,None,310.16708095538706,None,0.3365180626460642,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
48,0,48,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,49,312.6677707342551,None,313.66589497820405,314.9152172487384,314.41461398852607,314.9152172487384,d,314.9152172487384,None,316.3133677248279,None,312.17960245665563,None,312.6677707342551,None,0.3,0.7,1,316.3256384405149,None,316.8159108202044,None,316.3256384405149,None,316.3256384405149,None,1.3666866041467074,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
49,0,49,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,50,318.8285022475093,None,319.8262104908017,321.0916983177458,320.57562678617523,321.0751400693571,d,321.0916983177458,None,None,None,318.33377316941915,None,318.8285022475093,None,0.3,0.7,-1,321.4440125535011,None,321.93887595279193,None,321.4440125535011,None,321.4440125535011,None,0.3023593913831064,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
50,0,50,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,51,323.9418914637299,None,324.93816760599293,326.20373563059457,325.68821718631807,326.20373563059457,d,326.18723150574806,None,326.90320490382965,None,323.44574371673025,None,323.9418914637299,None,0.3,0.7,1,326.9257662036798,None,327.41294287477376,328.917876413434,326.9257662036798,None,326.9257662036798,None,0.6856077994798397,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
51,0,51,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,52,329.4274811693531,None,330.41690416498386,331.666009151224,331.16572589151747,331.666009151224,d,331.666009151224,None,333.72972591364123,None,328.9347929833766,None,329.4274811693531,None,0.3,0.7,1,333.7350182479304,None,334.22942218970366,None,333.7350182479304,None,333.7350182479304,None,2.045682245028729,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
52,0,52,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,53,336.22776411300947,None,337.2273753716545,338.49096571411883,337.9773664827517,338.49096571411883,d,338.49096571411883,None,341.3065382819368,None,335.74474744848976,None,336.22776411300947,None,0.3,0.7,1,341.3188718125384,None,341.8088909572598,None,341.3188718125384,None,341.3188718125384,None,2.7868828237160415,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
53,0,53,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,54,343.804398703247,None,344.8090414760163,346.0684283550472,345.5846010225796,346.0851477888755,d,346.0684283550472,None,347.1416973300893,None,343.32151359449017,None,343.804398703247,None,0.3,0.7,1,347.15752597732444,None,347.6436423010646,349.1490803343495,347.15752597732444,None,347.15752597732444,None,1.0434288093692885,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
54,0,54,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,55,349.64910364302796,None,350.66280954122976,351.91322771473006,351.39648813272197,351.8963067991017,d,351.8963067991017,None,353.11011683574,None,349.16565833585537,None,349.64910364302796,None,0.3,0.7,1,353.1234672568371,None,353.6118946953393,None,353.1234672568371,None,353.1234672568371,None,1.1808544092509692,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
55,0,55,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,56,355.61027968044164,None,356.6086654556684,357.8576116268432,357.36051533513546,357.8791405497532,d,357.8576116268432,None,359.20608222195733,None,355.12712158359955,None,355.61027968044164,None,0.3,0.7,1,359.2108036911468,None,359.711364679687,None,359.2108036911468,None,359.2108036911468,None,1.331751635360888,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
56,0,56,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,57,361.7041464954409,None,362.71076932072174,363.96901683992746,363.46879876550884,363.9864529168635,d,363.96901683992746,None,None,None,361.2216765972171,None,361.7041464954409,None,0.3,0.7,-1,364.42543988217676,None,364.9176046105358,None,364.42543988217676,None,364.42543988217676,None,0.40196132655637484,3,1,23,M,2021_Aug_02_1331,Social Reinforcement Learning,2021.1.4,60.00488336799254,
