trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textbox.started,textbox.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,block_type,learning_type,trial_type,image_path,x_image,trial,person.started,person.stopped,text.started,text.stopped,text_2.started,text_2.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_4.started,text_4.stopped,line.started,line.stopped,text_5.started,text_5.stopped,reward_a,reward_d,reward,image.started,image.stopped,text_3.started,text_3.stopped,line_2.started,line_2.stopped,text_6.started,text_6.stopped,session,exp_id,age,sex(M or F),date,expName,psychopyVersion,frameRate,
9,0,9,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,10,213.74724937836982,None,214.74624631505594,216.01195972260302,215.49555515346992,215.9951288811917,None,,217.7600800949414,None,216.49477609051064,217.5103486583289,213.25093333480845,None,213.74724937836982,None,0.3,0.7,?,217.77009227866438,None,218.25957966945953,219.77771224132312,217.77009227866438,None,217.77009227866438,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
10,0,10,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,11,220.29154416441588,None,221.29017487830106,222.54130100353768,222.0591356983873,222.5733642640821,None,,224.3040414483618,None,223.03841230761464,224.0382661345443,219.7942396748481,None,220.29154416441588,None,0.3,0.7,?,224.30846824054242,None,224.7901859400472,226.30211326753715,224.30846824054242,None,224.30846824054242,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
11,0,11,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,12,226.83383519420886,None,227.8174235139536,229.0828489210453,228.5666260805947,229.06606509205358,d,1.8048139137799808,229.06606509205358,None,230.89786243612858,None,226.32099843318292,None,226.83383519420886,None,0.3,0.7,1,230.90656103752872,None,231.4007318925146,None,230.90656103752872,None,230.90656103752872,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
12,0,12,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,13,233.429038110085,None,234.42773005863546,235.67664067419764,235.17717677381052,235.67664067419764,None,,237.44163494974433,None,236.17614131538403,237.1753875364152,232.92342822467708,None,233.429038110085,None,0.3,0.7,?,237.45261227079482,None,237.94122341329148,None,237.45261227079482,None,237.45261227079482,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
13,0,13,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,14,239.939319607814,None,240.93850222380615,242.20428042157937,241.6877518028673,242.18741639492964,None,,243.95257264604075,None,242.68687002369597,243.68632404752452,239.45633573346913,None,239.939319607814,None,0.3,0.7,?,243.9558991895692,None,244.45204970200484,None,243.9558991895692,None,243.9558991895692,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
14,0,14,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,15,246.46902869179848,None,247.46589031646909,248.73110357507767,248.2152939698476,248.71460103048094,d,1.150178212627452,248.71460103048094,None,249.88017984028434,None,245.96920409948325,None,246.46902869179848,None,0.3,0.7,1,249.90120478215113,None,250.3797177358506,251.87854361053815,249.90120478215113,None,249.90120478215113,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
15,0,15,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,16,252.39724941787563,None,253.39394274598362,254.6589209424924,254.14307696683773,254.64233227430304,None,,256.4074233401258,None,255.14215568143163,256.1574485451042,251.89860053112216,None,252.39724941787563,None,0.3,0.7,?,256.417528758564,None,256.9068150626217,None,256.417528758564,None,256.417528758564,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
16,0,16,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,17,258.9218108394052,None,259.920981998589,261.1863457759541,260.67006920702306,261.169596317387,d,3.244744683053341,261.169596317387,None,264.43330545510037,None,258.42454190544913,None,258.9218108394052,None,0.3,0.7,1,264.44334687343735,None,264.93266043679705,None,264.44334687343735,None,264.44334687343735,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
17,0,17,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,18,266.9475787813594,None,267.94659784153737,269.19552979046694,268.6967667306935,269.19552979046694,None,,270.96053078207353,None,269.6950497897087,270.71719421976377,266.45059626760894,None,266.9475787813594,None,0.3,0.7,?,270.9788455962007,None,271.4599845293583,None,270.9788455962007,None,270.9788455962007,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
18,0,18,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,19,273.4747002069339,None,274.4737149214261,275.7228127965441,275.2231667724118,275.7228127965441,d,0.4297128765833804,275.7228127965441,None,None,None,272.9818310823998,None,273.4747002069339,None,0.3,0.7,1,276.2006324158142,None,276.6924743782315,None,276.2006324158142,None,276.2006324158142,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
19,0,19,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,20,278.7070656111655,None,279.718969629977,280.9890382049002,280.48389409800575,280.9890382049002,None,,282.7337570903816,None,281.4517719731707,282.4693597540504,278.21277465722414,None,278.7070656111655,None,0.3,0.7,?,282.78392183138294,None,283.2493258260952,None,282.78392183138294,None,282.78392183138294,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
20,0,20,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,21,285.29579187483205,None,286.2633995273477,287.53128538277224,287.01231211822187,287.5114232279284,None,,289.27687182518014,None,288.01092979504983,289.0102084111936,284.76512476464177,None,285.29579187483205,None,0.3,0.7,?,289.2796215776739,None,289.75987122547576,291.2749630024109,289.2796215776739,None,289.2796215776739,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
21,0,21,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,22,291.7777695253644,None,292.77368181520114,294.03896658009535,293.5229855178045,294.02231233155544,None,,295.79941724352386,None,294.5218398369816,295.52113544080703,291.2914335469568,None,291.7777695253644,None,0.3,0.7,?,295.82333048625105,None,296.32024820977495,None,295.82333048625105,None,295.82333048625105,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
22,0,22,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,23,298.3181859842939,None,299.3174053410853,300.5829216125185,300.06645738896987,300.5660919562938,None,,302.33116721962244,None,301.0666742782014,302.08166373398717,297.83092200442024,None,298.3181859842939,None,0.3,0.7,?,302.3345052199593,None,302.83396477466067,None,302.3345052199593,None,302.3345052199593,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
23,0,23,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,24,304.84675215289235,None,305.84480844611744,307.11018447041533,306.59394661759507,307.09355274042946,d,0.2477732310489955,307.09355274042946,None,None,None,304.3489056377771,None,304.84675215289235,None,0.3,0.7,1,307.3673929756337,None,307.8595995806022,None,307.3673929756337,None,307.3673929756337,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
24,0,24,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,25,309.8576811578173,None,310.8566844155016,312.1219893285761,311.6058842167063,312.1057321177004,d,5.735430297964285,312.1057321177004,None,317.8668852019915,None,309.3744973819221,None,309.8576811578173,None,0.3,0.7,1,317.8767725460111,None,318.3663156405978,None,317.8767725460111,None,317.8767725460111,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
25,0,25,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,26,320.36502220645525,None,321.3726915519078,322.62891477161884,322.1130494625968,322.6122312884645,d,2.3019706500276698,322.6122312884645,None,324.94375129876755,None,319.8815397634212,None,320.36502220645525,None,0.3,0.7,-1,324.9596337139892,None,325.44298815682123,None,324.9596337139892,None,324.9596337139892,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
26,0,26,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,27,327.44141264815835,None,328.4400445472311,329.6893762992613,329.1894738796627,329.6893762992613,d,0.6115802257068026,329.6893762992613,None,330.32182715548026,None,326.958442600996,None,327.44141264815835,None,0.3,0.7,-1,330.3315189436353,None,330.8211916186733,None,330.3315189436353,None,330.3315189436353,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
27,0,27,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,28,332.8196370483156,None,333.81823497202595,335.0672340815554,334.5678203540865,335.0672340815554,d,0.47875117629837405,335.0672340815554,None,335.5672122346074,None,332.3365251737682,None,332.8196370483156,None,0.3,0.7,-1,335.57063833384836,None,336.06647674702526,None,335.57063833384836,None,335.57063833384836,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
28,0,28,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,29,338.0817107464072,None,339.0804548431879,340.34628834969044,339.8295171626942,340.32936664393765,None,,342.094196178483,None,340.8290051618851,341.82796654295953,337.58445247913505,None,338.0817107464072,None,0.3,0.7,?,342.10629271117887,None,342.5938932841773,None,342.10629271117887,None,342.10629271117887,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
29,0,29,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,30,344.60859236913393,None,345.6078010592414,346.8728005891171,346.35683058857194,346.8565587856733,d,1.630643169411087,346.8565587856733,None,348.5050219141091,None,344.1112246695898,None,344.60859236913393,None,0.3,0.7,1,348.5171619036637,None,349.00452978493604,None,348.5171619036637,None,348.5171619036637,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
30,0,30,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,31,351.00235654693415,None,352.0017556570956,353.26709098997117,352.75088039645334,353.2503201980371,d,1.9128618869917773,353.2503201980371,None,355.1823839721625,None,350.52251420841776,None,351.00235654693415,None,0.3,0.7,1,355.18564928102614,None,355.6815516943043,None,355.18564928102614,None,355.18564928102614,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
31,0,31,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,32,357.69652021178536,None,358.6953682099647,359.9441235660224,359.4447232706739,359.9441235660224,None,,361.7091680144878,None,360.4437853926488,361.44302489762003,357.19976959963606,None,357.69652021178536,None,0.3,0.7,?,361.72954584422087,None,362.2254557636834,None,361.72954584422087,None,361.72954584422087,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
32,0,32,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,33,364.22353694583626,None,365.22252203065227,366.471578424223,365.97184943699676,366.471578424223,d,0.7110980125994502,366.471578424223,None,367.2040503767713,None,363.7265773457025,None,364.22353694583626,None,0.3,0.7,-1,367.2122180143692,None,367.703603679769,369.2021372083159,367.2122180143692,None,367.2122180143692,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
33,0,33,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,34,369.7182518016821,None,370.71883254334034,371.98290367668733,371.4666721448648,371.9663138233109,None,,373.73120340733396,None,372.4712762015233,373.48210802110907,369.2209666701697,None,369.7182518016821,None,0.3,0.7,?,373.7384671422692,None,374.2307985869411,None,373.7384671422692,None,373.7384671422692,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
34,0,34,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,35,376.2294972515515,None,377.2280130022923,378.49623861134023,377.97750238420167,378.49623861134023,None,,380.2418827328521,None,378.97642149360445,379.9755235168768,375.7460084875197,None,376.2294972515515,None,0.3,0.7,?,380.24522744924843,None,380.74141351729577,None,380.24522744924843,None,380.24522744924843,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
35,0,35,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,36,382.740397021862,None,383.7387148463645,385.0040967965974,384.48810901824663,384.9874389924962,None,,386.7526529227108,None,385.4869242262507,386.48618308927735,382.2566795167281,None,382.740397021862,None,0.3,0.7,?,386.7576201601901,None,387.25220188002277,None,386.7576201601901,None,386.7576201601901,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
36,0,36,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,37,389.26651577918574,None,390.265753308845,391.5150649126954,391.0152102956413,391.5150649126954,d,0.8253227856953345,391.5150649126954,None,392.3641857409358,None,388.76899598063574,None,389.26651577918574,None,0.3,0.7,-1,392.37663229887585,None,392.86548956521847,None,392.37663229887585,None,392.37663229887585,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
37,0,37,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,38,394.8782749681386,None,395.87751091754853,397.14272615146865,396.62692602773495,397.1261106190391,None,,398.8911558576293,None,397.6257278036196,398.64175745857983,394.38138450391625,None,394.8782749681386,None,0.3,0.7,?,398.9012340167651,None,399.39072180262247,None,398.9012340167651,None,398.9012340167651,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
38,0,38,0,,,,,,,Social,UD,Private,images/Private_trial.png,0.5,39,401.4054919988025,None,402.40473821983323,403.6700830342056,403.15380765046166,403.65341969923156,d,2.5593446863717872,403.65341969923156,None,406.2343172887978,None,400.9081306202561,None,401.4054919988025,None,0.3,0.7,1,406.2440896696726,None,406.73415266631537,None,406.2440896696726,None,406.2440896696726,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
39,0,39,0,,,,,,,Social,UD,Observational,images/Observational_trial.png,-0.5,40,408.74897935641184,None,409.7477388606244,411.0130658971907,410.4974316996454,410.9964973771812,None,,412.7615943689394,None,411.4960485863485,412.5118649076385,408.2521406453584,None,408.74897935641184,None,0.3,0.7,?,412.771564676053,None,413.2610686594667,None,412.771564676053,None,412.771564676053,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
40,0,40,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,41,415.27630700453483,None,416.2752158423168,417.54043581698534,417.02426077907876,417.5237219140299,d,4.5537288750279,417.5237219140299,None,422.1026520930801,None,414.77796547629123,None,415.27630700453483,None,0.3,0.7,1,422.1103353842341,None,422.60263877947864,None,422.1103353842341,None,422.1103353842341,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
41,0,41,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,42,424.60146386404176,None,425.59976549098747,426.86800334696864,426.3492287987815,426.84818859960706,d,3.956426992872366,426.84818859960706,None,430.8294799083143,None,424.1176622106268,None,424.60146386404176,None,0.3,0.7,1,430.8447507670139,None,431.32764417208,None,430.8447507670139,None,430.8447507670139,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
42,0,42,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,43,433.32638629354915,None,434.32488861217007,435.58993831496446,435.0738087092286,435.57334925171244,d,0.45655341282508743,435.57334925171244,None,None,None,432.84301604822303,None,433.32638629354915,None,0.3,0.7,1,436.0610651829179,None,436.5559021130307,None,436.0610651829179,None,436.0610651829179,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
43,0,43,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,44,438.5542942092552,None,439.5531137629455,440.8022997369676,440.302730354932,440.8022997369676,d,0.3840756686631721,440.8022997369676,None,None,None,438.0710630258777,None,438.5542942092552,None,0.3,0.7,-1,441.2094107012913,None,441.70115863886804,None,441.2094107012913,None,441.2094107012913,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
44,0,44,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,45,443.70014016812274,None,444.6986701411088,445.9640003381737,445.4480078190745,445.94734964519466,d,0.3822330978496211,445.94734964519466,None,None,None,443.21674819436794,None,443.70014016812274,None,0.3,0.7,-1,446.3511250980746,None,446.84627175707146,448.3487827733852,446.3511250980746,None,446.3511250980746,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
45,0,45,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,46,448.8615172132618,None,449.860595532793,451.12571002581353,450.6097234326494,451.10913281443254,d,1.5609881457589836,451.10913281443254,None,452.69112946746384,None,448.3766998545384,None,448.8615172132618,None,0.3,0.7,-1,452.6950648020779,None,453.1909304745568,None,452.6950648020779,None,452.6950648020779,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
46,0,46,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,47,455.18924790399706,None,456.18767042002264,457.4529615059146,456.9371048882649,457.436531652791,d,0.8380370773920731,457.436531652791,None,458.30275473027916,None,454.70579034989123,None,455.18924790399706,None,0.3,0.7,1,458.31775694657927,None,458.8018884770586,None,458.31775694657927,None,458.31775694657927,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
47,0,47,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,48,460.80052709219126,None,461.79927158403416,463.06454133655916,462.54835523690735,463.04798980423084,d,1.0971529436492347,463.04798980423084,None,464.1638365848286,None,460.3171489456181,None,460.80052709219126,None,0.3,0.7,-1,464.17159375264237,None,464.66325398637673,None,464.17159375264237,None,464.17159375264237,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
48,0,48,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,49,466.66135097102415,None,467.6603360558397,468.909007658679,468.4099443515174,468.909007658679,d,0.867029123206521,468.909007658679,None,469.7918593056544,None,466.17864126995164,None,466.66135097102415,None,0.3,0.7,-1,469.7969656050818,None,470.29126999114305,471.79010495226476,469.7969656050818,None,469.7969656050818,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
49,0,49,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,50,472.28946653150297,None,473.28877912300914,474.55966745231444,474.03773833124114,474.53728875028355,d,0.6592942764154941,474.53728875028355,None,475.2201108465953,None,471.806824386093,None,472.28946653150297,None,0.3,0.7,1,475.22917883129503,None,475.7195069147765,None,475.22917883129503,None,475.22917883129503,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
50,0,50,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,51,477.7179124431209,None,478.716817725342,479.9821866385173,479.48308698561914,479.9821866385173,d,7.844829779483916,479.9821866385173,None,487.86011975920167,None,477.2356835329324,None,477.7179124431209,None,0.3,0.7,1,487.87052265959164,None,488.36151168238894,489.8583638255627,487.87052265959164,None,487.87052265959164,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
51,0,51,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,52,490.35585004381255,None,491.35495838808265,492.620435943405,492.1042794734294,492.6036924107734,d,0.40807689177609063,492.6036924107734,None,None,None,489.8729400461275,None,490.35585004381255,None,0.3,0.7,1,493.0411777440836,None,493.5362098349983,None,493.0411777440836,None,493.0411777440836,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
52,0,52,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,53,495.53441743710437,None,496.53353723818236,497.79881410183,497.2825126439707,497.78238108820733,d,4.693550528079868,497.79881410183,None,502.51095021977346,None,495.0511807228536,None,495.53441743710437,None,0.3,0.7,1,502.51473819612966,None,503.0108278689627,None,502.51473819612966,None,502.51473819612966,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
53,0,53,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,54,505.0089793722145,None,506.008175420327,507.2734759877153,506.75728988806304,507.25684583797874,d,1.0091919157603115,507.25684583797874,None,508.28949485747364,None,504.52619974510617,None,505.0089793722145,None,0.3,0.7,-1,508.2971184942121,None,508.78873527108817,None,508.2971184942121,None,508.2971184942121,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
54,0,54,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,55,510.78699541648666,None,511.7858205010498,513.0512162784653,512.5354370930368,513.0345754620453,d,0.7374036344153865,513.0345754620453,None,513.8005301341715,None,510.30390171480803,None,510.78699541648666,None,0.3,0.7,1,513.8209032231557,None,514.3168321056114,None,513.8209032231557,None,513.8209032231557,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
55,0,55,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,56,516.2988425463195,None,517.2978066928304,518.5631068651569,518.0469310371259,518.5462463940685,d,0.2140356962536316,518.5462463940685,None,None,None,515.8154675602455,None,516.2988425463195,None,0.3,0.7,1,518.7868468730421,None,519.2787224157591,None,518.7868468730421,None,518.7868468730421,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
56,0,56,0,,,,,,,Private,PL,Private,images/Private_trial.png,0.5,57,521.2771998454518,None,522.2762801402946,523.5417715227995,523.0256660158675,523.5250110024867,d,5.530925085906347,523.5250110024867,None,529.0862052522754,None,520.7944067862231,None,521.2771998454518,None,0.3,0.7,-1,529.0937854321551,None,529.5861745559305,None,529.0937854321551,None,529.0937854321551,None,3,3,18,M,2021_Aug_02_1249,Social Reinforcement Learning,2021.1.4,59.44375819000326,
