"trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	textbox.started	textbox.stopped	key_resp_2.keys	key_resp_2.rt	key_resp_2.started	key_resp_2.stopped	block_type	learning_type	trial_type	image_path	x_image	trial	person.started	person.stopped	text.started	text.stopped	text_2.started	text_2.stopped	key_resp.keys	key_resp.rt	key_resp.started	key_resp.stopped	text_4.started	text_4.stopped	line.started	line.stopped	text_5.started	text_5.stopped	reward_a	reward_d	reward	image.started	image.stopped	text_3.started	text_3.stopped	line_2.started	line_2.stopped	text_6.started	text_6.stopped	session	exp_id	age	sex(M or F)	date	expName	psychopyVersion	frameRate"
"68	0	68	0							Social	SD	Private	images/Private_trial.png	0.5	69	441.1724763	None	442.1729196	443.4376964	442.9204631	443.4207163	a	2.745932448	443.4207163	None	446.1856057	None	440.672871	None	441.1724763	None	0.7	0.3	1	446.2097365	None	446.7009077	None	446.2097365	None	446.2097365	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"69	0	69	0							Social	SD	Observational	images/Observational_trial.png	-0.5	70	448.7161199	None	449.7143651	450.9635595	450.4644646	450.9635595	None		452.7311204	None	451.463076	452.4849572	448.2240599	None	448.7161199	None	0.7	0.3	?	452.7490554	None	453.2279702	None	452.7490554	None	452.7490554	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"70	0	70	0							Social	SD	Observational	images/Observational_trial.png	-0.5	71	455.2436415	None	456.2421576	457.5079806	456.9943028	457.5079806	None		459.2544717	None	457.9903277	459.0047676	454.7575765	None	455.2436415	None	0.7	0.3	?	459.2771439	None	459.7673116	461.2706171	459.2771439	None	459.2771439	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"71	0	71	0							Social	SD	Observational	images/Observational_trial.png	-0.5	72	461.7873657	None	462.7856922	464.0517416	463.5351008	464.0517416	None		465.7996698	None	464.5405309	465.5496881	461.2893955	None	461.7873657	None	0.7	0.3	?	465.8048167	None	466.3044442	None	465.8048167	None	465.8048167	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"72	0	72	0							Social	SD	Observational	images/Observational_trial.png	-0.5	73	468.2988114	None	469.2977527	470.561675	470.0599194	470.561675	None		472.3274099	None	471.0617434	472.0771472	467.8145815	None	468.2988114	None	0.7	0.3	?	472.3449526	None	472.8260912	474.3414492	472.3449526	None	472.3449526	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"73	0	73	0							Social	SD	Private	images/Private_trial.png	0.5	74	474.8638994	None	475.8581698	477.1222928	476.6254375	477.1388949	a	1.703392234	477.1057971	None	478.8376491	None	474.3615326	None	474.8638994	None	0.7	0.3	-1	478.8624677	None	479.3550073	None	478.8624677	None	478.8624677	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"74	0	74	0							Social	SD	Observational	images/Observational_trial.png	-0.5	75	481.3682952	None	482.3679096	483.6169733	483.1167509	483.6169733	None		485.3812232	None	484.1205451	485.1318067	480.8744135	None	481.3682952	None	0.7	0.3	?	485.3926816	None	485.8806934	None	485.3926816	None	485.3926816	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"75	0	75	0							Social	SD	Observational	images/Observational_trial.png	-0.5	76	487.8789445	None	488.8954806	490.1617219	489.627862	490.1441018	None		491.9011528	None	490.6261787	491.6330199	487.3959084	None	487.8789445	None	0.7	0.3	?	491.9046385	None	492.391334	None	491.9046385	None	491.9046385	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"76	0	76	0							Social	SD	Observational	images/Observational_trial.png	-0.5	77	494.3908264	None	495.3888341	496.6538018	496.1378401	496.6372009	None		498.4197729	None	497.1533253	498.1679209	493.9074652	None	494.3908264	None	0.7	0.3	?	498.4399981	None	498.9276354	500.4340804	498.4399981	None	498.4399981	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"77	0	77	0							Social	SD	Observational	images/Observational_trial.png	-0.5	78	500.9356417	None	501.9355086	503.1977132	502.6816674	503.181076	None		504.9466623	None	503.6817705	504.6969697	500.4504561	None	500.9356417	None	0.7	0.3	?	504.9722888	None	505.4491927	506.9610687	504.9722888	None	504.9722888	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"78	0	78	0							Social	SD	Observational	images/Observational_trial.png	-0.5	79	507.4601991	None	508.4596449	509.7088156	509.2088899	509.7088156	None		511.4734751	None	510.2085095	511.2240516	506.9776624	None	507.4601991	None	0.7	0.3	?	511.4774238	None	511.9729557	513.4719672	511.4774238	None	511.4774238	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"79	0	79	0							Social	SD	Observational	images/Observational_trial.png	-0.5	80	513.9893653	None	514.9801956	516.2357466	515.7624851	516.2687729	None		518.0004962	None	516.7351489	517.7341197	513.4909322	None	513.9893653	None	0.7	0.3	?	518.0093294	None	518.5001244	520.0140041	518.0093294	None	518.0093294	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"80	0	80	0							Private	PL	Private	images/Private_trial.png	0.5	81	520.5486447	None	521.5474931	522.8129688	522.2968211	522.7964288	a	0.397730846	522.7964288	None	None	None	520.0559458	None	520.5486447	None	0.7	0.3	1	523.2244565	None	523.7118758	525.2108862	523.2244565	None	523.2244565	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"81	0	81	0							Private	PL	Private	images/Private_trial.png	0.5	82	525.7284581	None	526.7255718	527.9917302	527.4775001	527.9917302	a	0.584360625	527.9747212	None	528.5752833	None	525.2296239	None	525.7284581	None	0.7	0.3	1	528.5994437	None	529.074825	530.5892752	528.5994437	None	528.5994437	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"82	0	82	0							Private	PL	Private	images/Private_trial.png	0.5	83	531.1048544	None	532.1038964	533.3532971	532.853627	533.3532971	a	0.624502025	533.3532971	None	534.0030581	None	530.6086774	None	531.1048544	None	0.7	0.3	1	534.0194746	None	534.5043188	None	534.0194746	None	534.0194746	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"83	0	83	0							Private	PL	Private	images/Private_trial.png	0.5	84	536.5169469	None	537.5174333	538.7813781	538.2651056	538.7648215	a	1.48748643	538.7648215	None	540.2807745	None	536.0239739	None	536.5169469	None	0.7	0.3	-1	540.3053386	None	540.801371	None	540.3053386	None	540.3053386	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"84	0	84	0							Private	PL	Private	images/Private_trial.png	0.5	85	542.7941876	None	543.793851	545.0574502	544.5460732	545.0574502	a	2.080889615	545.0574502	None	547.1568062	None	542.3113013	None	542.7941876	None	0.7	0.3	-1	547.1613703	None	547.6564554	None	547.1613703	None	547.1613703	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"85	0	85	0							Private	PL	Private	images/Private_trial.png	0.5	86	549.6555396	None	550.6539211	551.9190934	551.421107	551.9355283	a	1.363501145	551.9024937	None	553.2988284	None	549.1715226	None	549.6555396	None	0.7	0.3	1	553.3058475	None	553.8078078	None	553.3058475	None	553.3058475	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"86	0	86	0							Private	PL	Private	images/Private_trial.png	0.5	87	555.7994795	None	556.7977835	558.0467942	557.547497	558.0467942	a	0.462087536	558.0633469	None	None	None	555.3160397	None	555.7994795	None	0.7	0.3	-1	558.5540029	None	559.0453941	560.5448711	558.5540029	None	558.5540029	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"87	0	87	0							Private	PL	Private	images/Private_trial.png	0.5	88	561.063256	None	562.0599498	563.3247638	562.8217416	563.3247638	a	0.58047006	563.3081463	None	563.9082347	None	560.5645108	None	561.063256	None	0.7	0.3	1	563.929847	None	564.4072301	565.9224696	563.929847	None	563.929847	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"88	0	88	0							Private	PL	Private	images/Private_trial.png	0.5	89	566.4219876	None	567.4212358	568.6699305	568.1703169	568.6699305	a	0.553249538	568.6699305	None	569.2529775	None	565.9393644	None	566.4219876	None	0.7	0.3	-1	569.2605529	None	569.7535263	None	569.2605529	None	569.2605529	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"89	0	89	0							Private	PL	Private	images/Private_trial.png	0.5	90	571.7502596	None	572.7496753	574.0157112	573.5037614	574.0157112	a	1.325124089	574.0157112	None	575.3633344	None	571.2675933	None	571.7502596	None	0.7	0.3	1	575.3706932	None	575.866602	None	575.3706932	None	575.3706932	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"90	0	90	0							Private	PL	Private	images/Private_trial.png	0.5	91	577.8612746	None	578.8614915	580.1265279	579.6096141	580.1096963	d	0.551305836	580.1096963	None	580.6920832	None	577.3782512	None	577.8612746	None	0.7	0.3	1	580.7166742	None	581.1923902	582.6914803	580.7166742	None	580.7166742	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"91	0	91	0							Private	PL	Private	images/Private_trial.png	0.5	92	583.2510359	None	584.2220613	585.4919044	584.972962	585.4919044	a	0.541177251	585.473118	None	586.0378935	None	582.7267826	None	583.2510359	None	0.7	0.3	1	586.0594429	None	586.5367775	588.0517554	586.0594429	None	586.0594429	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"92	0	92	0							Private	PL	Private	images/Private_trial.png	0.5	93	588.5517416	None	589.550347	590.8158769	590.3072811	590.8158769	d	0.928302674	590.8158769	None	591.7651636	None	588.0687162	None	588.5517416	None	0.7	0.3	-1	591.7730285	None	592.2647255	None	591.7730285	None	591.7730285	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"93	0	93	0							Private	PL	Private	images/Private_trial.png	0.5	94	594.2637387	None	595.262738	596.5274722	596.0118123	596.510701	a	0.549010134	596.510701	None	597.0774146	None	593.7800582	None	594.2637387	None	0.7	0.3	1	597.1035416	None	597.5996448	None	597.1035416	None	597.1035416	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"94	0	94	0							Private	PL	Private	images/Private_trial.png	0.5	95	599.6227965	None	600.607497	601.8723335	601.3729731	601.8723335	a	0.558678867	601.8554561	None	602.4388445	None	599.1123918	None	599.6227965	None	0.7	0.3	1	602.4550859	None	602.9382215	604.4533934	602.4550859	None	602.4550859	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"95	0	95	0							Private	PL	Private	images/Private_trial.png	0.5	96	604.9538837	None	605.9530774	607.2174465	606.7009788	607.2004755	a	0.757574908	607.2004755	None	607.9833331	None	604.4697991	None	604.9538837	None	0.7	0.3	1	607.9941815	None	608.4852251	None	607.9941815	None	607.9941815	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"96	0	96	0							Private	PL	Private	images/Private_trial.png	0.5	97	610.4820413	None	611.4798025	612.7291001	612.2292956	612.7291001	a	0.92226179	612.7291001	None	613.6778835	None	609.9983285	None	610.4820413	None	0.7	0.3	1	613.6825219	None	614.1825405	None	613.6825219	None	613.6825219	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"97	0	97	0							Private	PL	Private	images/Private_trial.png	0.5	98	616.1921567	None	617.1962361	618.4574878	617.9409277	618.4404552	a	1.142531838	618.4404552	None	619.6061684	None	615.6987218	None	616.1921567	None	0.7	0.3	-1	619.6277	None	620.1058093	621.6204364	619.6277	None	619.6277	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"98	0	98	0							Private	PL	Private	images/Private_trial.png	0.5	99	622.1204696	None	623.1192414	624.3844825	623.8902875	624.4010663	a	2.536589403	624.3679547	None	626.9324421	None	621.6371855	None	622.1204696	None	0.7	0.3	1	626.9560755	None	627.4547378	None	626.9560755	None	626.9560755	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"99	0	99	0							Private	PL	Private	images/Private_trial.png	0.5	100	629.4468733	None	630.4625106	631.7315151	631.2116024	631.7109727	a	0.824332386	631.7109727	None	632.5637182	None	628.9576881	None	629.4468733	None	0.7	0.3	-1	632.5723468	None	633.0617303	None	632.5723468	None	632.5723468	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"																																																		"
