"trials.thisRepN	trials.thisTrialN	trials.thisN	trials.thisIndex	textbox.started	textbox.stopped	key_resp_2.keys	key_resp_2.rt	key_resp_2.started	key_resp_2.stopped	block_type	learning_type	trial_type	image_path	x_image	trial	person.started	person.stopped	text.started	text.stopped	text_2.started	text_2.stopped	key_resp.keys	key_resp.rt	key_resp.started	key_resp.stopped	text_4.started	text_4.stopped	line.started	line.stopped	text_5.started	text_5.stopped	reward_a	reward_d	reward	image.started	image.stopped	text_3.started	text_3.stopped	line_2.started	line_2.stopped	text_6.started	text_6.stopped	session	exp_id	age	sex(M or F)	date	expName	psychopyVersion	frameRate"
"32	0	32	0							Social	UD	Observational	images/Observational_trial.png	-0.5	33	218.4553833	None	219.4638795	220.7127165	220.2157008	220.7127165	None		222.4771089	None	221.2118201	222.2273705	217.9666039	None	218.4553833	None	0.7	0.3	?	222.4839242	None	222.9813902	None	222.4839242	None	222.4839242	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"33	0	33	0							Social	UD	Observational	images/Observational_trial.png	-0.5	34	225.0064142	None	226.0009568	227.2558489	226.7396774	227.2394546	None		229.0041161	None	227.7386305	228.7543595	224.4986145	None	225.0064142	None	0.7	0.3	?	229.0084527	None	229.5035184	231.002317	229.0084527	None	229.0084527	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"34	0	34	0							Social	UD	Observational	images/Observational_trial.png	-0.5	35	231.5020215	None	232.5010631	233.752899	233.2605134	233.7668743	None		235.5150605	None	234.2526204	235.2651964	231.0189649	None	231.5020215	None	0.7	0.3	?	235.5250252	None	236.0145078	None	235.5250252	None	235.5250252	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"35	0	35	0							Social	UD	Observational	images/Observational_trial.png	-0.5	36	238.0128889	None	239.0113157	240.2604367	239.7775046	240.2774007	None		242.0420262	None	240.7664101	241.7752586	237.5354599	None	238.0128889	None	0.7	0.3	?	242.0474295	None	242.5417295	None	242.0474295	None	242.0474295	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"36	0	36	0							Social	UD	Private	images/Private_trial.png	0.5	37	244.5625667	None	245.5568395	246.8208033	246.3047318	246.8041993	d	1.252270418	246.8041993	None	248.0882709	None	244.0591249	None	244.5625667	None	0.7	0.3	-1	248.1322219	None	248.6150328	None	248.1322219	None	248.1322219	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"37	0	37	0							Social	UD	Observational	images/Observational_trial.png	-0.5	38	250.624856	None	251.6388977	252.8988378	252.372296	252.8820264	None		254.6468798	None	253.3680088	254.3805421	250.1244732	None	250.624856	None	0.7	0.3	?	254.659235	None	255.1465409	None	254.659235	None	254.659235	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"38	0	38	0							Social	UD	Observational	images/Observational_trial.png	-0.5	39	257.1472133	None	258.1454016	259.4093832	258.9119258	259.4261472	None		261.1576291	None	259.8918456	260.8911286	256.6617599	None	257.1472133	None	0.7	0.3	?	261.1670102	None	261.6573218	None	261.1670102	None	261.1670102	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"39	0	39	0							Social	UD	Private	images/Private_trial.png	0.5	40	263.6588368	None	264.6712714	265.9352218	265.4230002	265.9352218	a	0.480552707	265.915289	None	266.4194165	None	263.1786033	None	263.6588368	None	0.7	0.3	1	266.4377944	None	266.9223108	None	266.4377944	None	266.4377944	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"40	0	40	0							Social	SD	Private	images/Private_trial.png	0.5	41	268.9195161	None	269.9161988	271.1712109	270.6824607	271.1962325	a	0.668046485	271.1712109	None	271.8649332	None	268.4342452	None	268.9195161	None	0.7	0.3	1	271.8851181	None	272.3639041	273.879172	271.8851181	None	271.8851181	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"41	0	41	0							Social	SD	Observational	images/Observational_trial.png	-0.5	42	274.3991396	None	275.3958733	276.6585338	276.1605095	276.6771428	None		278.4247412	None	277.1592204	278.1582395	273.902602	None	274.3991396	None	0.7	0.3	?	278.4375127	None	278.924145	None	278.4375127	None	278.4375127	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"42	0	42	0							Social	SD	Observational	images/Observational_trial.png	-0.5	43	280.9395517	None	281.9400356	283.2032188	282.6875009	283.2032188	None		284.951936	None	283.6866337	284.6882626	280.441079	None	280.9395517	None	0.7	0.3	?	284.9756061	None	285.4514722	286.9667169	284.9756061	None	284.9756061	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"43	0	43	0							Social	SD	Observational	images/Observational_trial.png	-0.5	44	287.4661883	None	288.4670649	289.7296275	289.2174872	289.7296275	None		291.4790736	None	290.2193634	291.2293023	286.9834339	None	287.4661883	None	0.7	0.3	?	291.4838969	None	291.9786663	None	291.4838969	None	291.4838969	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"44	0	44	0							Social	SD	Private	images/Private_trial.png	0.5	45	293.9963425	None	294.992271	296.2414252	295.7419218	296.2414252	a	0.605675373	296.2414252	None	296.8746221	None	293.4970856	None	293.9963425	None	0.7	0.3	1	296.9026608	None	297.389977	None	296.9026608	None	296.9026608	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"45	0	45	0							Social	SD	Observational	images/Observational_trial.png	-0.5	46	299.4093946	None	300.4073079	301.6699349	301.1536402	301.6531278	None		303.4187153	None	302.152389	303.153688	298.9109263	None	299.4093946	None	0.7	0.3	?	303.4846238	None	303.9486748	None	303.4846238	None	303.4846238	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"46	0	46	0							Social	SD	Observational	images/Observational_trial.png	-0.5	47	305.9344909	None	306.9317342	308.1967339	307.6809065	308.1801026	None		309.9456735	None	308.6794677	309.6936508	305.4494772	None	305.9344909	None	0.7	0.3	?	309.9606045	None	310.4445188	311.9479653	309.9606045	None	309.9606045	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"47	0	47	0							Social	SD	Observational	images/Observational_trial.png	-0.5	48	312.4597389	None	313.4589764	314.7247058	314.2109581	314.7247058	None		316.472446	None	315.2111919	316.2228186	311.9746438	None	312.4597389	None	0.7	0.3	?	316.4770687	None	316.9719289	None	316.4770687	None	316.4770687	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"48	0	48	0							Social	SD	Private	images/Private_trial.png	0.5	49	318.9910538	None	320.0043251	321.2681333	320.7517355	321.2514116	a	0.061811704	321.2514116	None	None	None	318.4991008	None	318.9910538	None	0.7	0.3	1	321.3499177	None	321.8361111	323.3420663	321.3499177	None	321.3499177	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"49	0	49	0							Social	SD	Private	images/Private_trial.png	0.5	50	323.8562198	None	324.8486796	326.1136355	325.6144434	326.1136355	a	0.677444996	326.1136355	None	326.8127385	None	323.3703713	None	323.8562198	None	0.7	0.3	-1	326.8195265	None	327.3165074	None	326.8195265	None	326.8195265	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"50	0	50	0							Social	SD	Private	images/Private_trial.png	0.5	51	329.3276197	None	330.3452224	331.6083721	331.0923397	331.5914694	a	0.622084644	331.5914694	None	332.2413781	None	328.8382421	None	329.3276197	None	0.7	0.3	1	332.2650708	None	332.7404684	334.2557849	332.2650708	None	332.2650708	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"51	0	51	0							Social	SD	Observational	images/Observational_trial.png	-0.5	52	334.7730368	None	335.7778384	337.0400418	336.5222506	337.0400418	None		338.8014915	None	337.5361556	338.5353157	334.2782951	None	334.7730368	None	0.7	0.3	?	338.8140462	None	339.3010305	340.8001321	338.8140462	None	338.8140462	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"52	0	52	0							Social	SD	Private	images/Private_trial.png	0.5	53	341.3327148	None	342.3337309	343.5981352	343.0810247	343.5811425	a	0.970208814	343.5811425	None	344.5796846	None	340.8347537	None	341.3327148	None	0.7	0.3	1	344.59254	None	345.0790463	346.5928548	344.59254	None	344.59254	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"53	0	53	0							Social	SD	Private	images/Private_trial.png	0.5	54	347.1124041	None	348.111542	349.3750231	348.8591563	349.3580398	a	7.680761536	349.3580398	None	357.0677245	None	346.6143983	None	347.1124041	None	0.7	0.3	1	357.0721406	None	357.5674342	None	357.0721406	None	357.0721406	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"54	0	54	0							Social	SD	Observational	images/Observational_trial.png	-0.5	55	359.5819673	None	360.5826358	361.846732	361.3528471	361.8632937	None		363.6117091	None	362.3486295	363.3620762	359.0895343	None	359.5819673	None	0.7	0.3	?	363.6240441	None	364.1112714	None	363.6240441	None	363.6240441	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"55	0	55	0							Social	SD	Private	images/Private_trial.png	0.5	56	366.1259535	None	367.1261625	368.3919882	367.8743551	368.3743954	a	1.136302905	368.3743954	None	369.5263024	None	365.6309194	None	366.1259535	None	0.7	0.3	-1	369.5688039	None	370.055339	None	369.5688039	None	369.5688039	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"56	0	56	0							Social	SD	Private	images/Private_trial.png	0.5	57	372.0377402	None	373.0361679	374.301725	373.7853754	374.2850874	a	1.553559266	374.2850874	None	375.867253	None	371.5541704	None	372.0377402	None	0.7	0.3	1	375.884586	None	376.3684442	377.8817455	375.884586	None	375.884586	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"57	0	57	0							Social	SD	Private	images/Private_trial.png	0.5	58	378.3860821	None	379.3982251	380.6468305	380.1463066	380.6468305	a	0.57169061	380.6468305	None	381.2453047	None	377.8995509	None	378.3860821	None	0.7	0.3	-1	381.2600717	None	381.7457333	None	381.2600717	None	381.2600717	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"58	0	58	0							Social	SD	Private	images/Private_trial.png	0.5	59	383.7434116	None	384.7423895	385.9914718	385.4915165	385.9914718	a	0.096490195	385.9914718	None	None	None	383.2598868	None	383.7434116	None	0.7	0.3	-1	386.1116582	None	386.606859	None	386.1116582	None	386.1116582	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"59	0	59	0							Social	SD	Private	images/Private_trial.png	0.5	60	388.6245301	None	389.6050204	390.8729419	390.3538581	390.8729419	d	0.017352283	390.8560653	None	None	None	388.1220179	None	388.6245301	None	0.7	0.3	-1	390.9137032	None	391.3856574	392.9008064	390.9137032	None	390.9137032	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"60	0	60	0							Social	SD	Private	images/Private_trial.png	0.5	61	393.4027849	None	394.4000254	395.6649765	395.150068	395.6649765	a	0.618737684	395.6483625	None	396.2977111	None	392.917666	None	393.4027849	None	0.7	0.3	1	396.3074976	None	396.8139853	None	396.3074976	None	396.3074976	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"61	0	61	0							Social	SD	Private	images/Private_trial.png	0.5	62	398.7959046	None	399.7963763	401.0435362	400.5438293	401.0435362	a	1.085042501	401.0435362	None	402.1605987	None	398.3128555	None	398.7959046	None	0.7	0.3	-1	402.1974007	None	402.6754843	None	402.1974007	None	402.1974007	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"62	0	62	0							Social	SD	Private	images/Private_trial.png	0.5	63	404.6749344	None	405.6727133	406.9215013	406.4213737	406.9215013	a	1.062471457	406.9215013	None	408.0041762	None	404.1902904	None	404.6749344	None	0.7	0.3	1	408.0267235	None	408.5031949	410.0182368	408.0267235	None	408.0267235	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"63	0	63	0							Social	SD	Private	images/Private_trial.png	0.5	64	410.5177639	None	411.5171204	412.7823405	412.2715696	412.7823405	d	0.141808085	412.7655765	None	None	None	410.0348183	None	410.5177639	None	0.7	0.3	-1	412.9402888	None	413.431701	None	412.9402888	None	412.9402888	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"64	0	64	0							Social	SD	Private	images/Private_trial.png	0.5	65	415.4310847	None	416.4293342	417.6944014	417.1786456	417.6779625	a	1.658095678	417.6779625	None	419.3603347	None	414.9470954	None	415.4310847	None	0.7	0.3	1	419.3854101	None	419.8631227	421.3739995	419.3854101	None	419.3854101	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"65	0	65	0							Social	SD	Private	images/Private_trial.png	0.5	66	421.8750207	None	422.8735507	424.1386824	423.6224762	424.1217935	a	1.433545139	424.1217935	None	425.5713465	None	421.3908157	None	421.8750207	None	0.7	0.3	1	425.5956337	None	426.0700183	427.5853905	425.5956337	None	425.5956337	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"66	0	66	0							Social	SD	Observational	images/Observational_trial.png	-0.5	67	428.1017844	None	429.1008663	430.3500525	429.8500086	430.3500525	None		432.1143635	None	430.8591385	431.8645872	427.6163037	None	428.1017844	None	0.7	0.3	?	432.1256161	None	432.6143098	None	432.1256161	None	432.1256161	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
"67	0	67	0							Social	SD	Observational	images/Observational_trial.png	-0.5	68	434.6303521	None	435.6294517	436.8931201	436.3768147	436.8764769	None		438.6415046	None	437.3779509	438.3916983	434.130857	None	434.6303521	None	0.7	0.3	?	438.6460708	None	439.1435736	None	438.6460708	None	438.6460708	None	2	2	52	F	2021_Aug_01_2023	Social Reinforcement Learning	2021.1.4	60.14075003"
